KetQuaHocTapKey,SinhVienKey,KhoaKey,NganhKey,LopKey,MonHocKey,HocKyKey,GiangVienKey,DiemChuyenCan,DiemGiuaKy,DiemCuoiKy,DiemTongKet,DiemHe4,DiemChu,KetQua,SoTinChiDangKy,SoTinChiDat,SoTinChiKhongDat,LanHoc
33465,1818,2,6,26,134,6,17,5.8,6.0,6.5,6.3,2.0,C,Đạt,3,3,0,1
33466,1818,2,6,26,135,6,24,7.1,8.2,8.0,7.9,3.0,B,Đạt,3,3,0,1
33467,1818,2,6,26,136,6,15,1.7,2.5,2.5,2.4,0.0,F,Không đạt,3,0,3,1
33468,1818,2,6,26,137,6,18,9.1,9.5,8.7,8.9,4.0,A,Đạt,2,2,0,1
33469,1818,2,6,26,138,7,23,8.9,9.4,7.5,8.0,3.0,B,Đạt,3,3,0,1
33470,1818,2,6,26,139,7,21,7.4,5.6,7.0,6.8,2.0,C,Đạt,3,3,0,1
33471,1818,2,6,26,97,7,20,6.6,7.3,6.7,6.8,2.0,C,Đạt,3,3,0,1
33472,1818,2,6,26,140,7,19,8.1,8.5,7.4,7.7,3.0,B,Đạt,2,2,0,1
33473,1818,2,6,26,101,8,17,5.2,7.0,5.3,5.6,2.0,C,Đạt,3,3,0,1
33474,1818,2,6,26,141,8,14,7.2,7.4,6.1,6.5,2.0,C,Đạt,3,3,0,1
33475,1818,2,6,26,142,8,20,7.5,6.2,6.4,6.5,2.0,C,Đạt,3,3,0,1
33476,1818,2,6,26,103,8,21,6.9,6.0,6.1,6.2,2.0,C,Đạt,2,2,0,1
33477,1819,2,6,26,126,3,13,9.7,8.1,8.6,8.6,4.0,A,Đạt,3,3,0,1
33478,1819,2,6,26,127,3,16,9.4,7.9,7.3,7.6,3.0,B,Đạt,3,3,0,1
33479,1819,2,6,26,128,3,20,7.5,7.4,6.1,6.5,2.0,C,Đạt,3,3,0,1
33480,1819,2,6,26,4,3,17,9.0,7.9,7.4,7.7,3.0,B,Đạt,2,2,0,1
33481,1819,2,6,26,129,4,16,8.3,7.4,7.0,7.2,3.0,B,Đạt,3,3,0,1
33482,1819,2,6,26,84,4,20,7.2,4.7,6.7,6.4,2.0,C,Đạt,3,3,0,1
33483,1819,2,6,26,85,4,15,9.0,7.9,7.9,8.0,3.0,B,Đạt,3,3,0,1
33484,1819,2,6,26,89,4,19,9.3,10.0,7.2,8.0,3.0,B,Đạt,3,3,0,1
33485,1819,2,6,26,130,5,24,5.5,5.7,4.9,5.1,1.0,D,Đạt,3,3,0,1
33486,1819,2,6,26,131,5,21,2.6,1.9,1.8,1.9,0.0,F,Không đạt,3,0,3,1
33487,1819,2,6,26,132,5,23,7.9,7.3,8.7,8.3,3.0,B,Đạt,3,3,0,1
33488,1819,2,6,26,133,5,22,7.5,7.3,7.0,7.1,3.0,B,Đạt,2,2,0,1
33489,1819,2,6,26,134,6,14,6.1,6.5,6.4,6.4,2.0,C,Đạt,3,3,0,1
33490,1819,2,6,26,135,6,21,7.2,7.1,6.0,6.3,2.0,C,Đạt,3,3,0,1
33491,1819,2,6,26,136,6,22,4.1,2.4,2.1,2.4,0.0,F,Không đạt,3,0,3,1
33492,1819,2,6,26,137,6,17,7.5,8.3,5.9,6.5,2.0,C,Đạt,2,2,0,1
33493,1819,2,6,26,138,7,15,9.4,7.9,8.3,8.3,3.0,B,Đạt,3,3,0,1
33494,1819,2,6,26,139,7,20,7.0,6.1,6.3,6.3,2.0,C,Đạt,3,3,0,1
33495,1819,2,6,26,97,7,19,7.9,6.2,6.7,6.7,2.0,C,Đạt,3,3,0,1
33496,1819,2,6,26,140,7,13,7.5,6.6,7.6,7.4,3.0,B,Đạt,2,2,0,1
33497,1819,2,6,26,101,8,24,8.8,6.1,7.1,7.0,3.0,B,Đạt,3,3,0,1
33498,1819,2,6,26,141,8,21,7.7,7.2,7.9,7.8,3.0,B,Đạt,3,3,0,1
33499,1819,2,6,26,142,8,15,6.9,7.3,6.2,6.5,2.0,C,Đạt,3,3,0,1
33500,1819,2,6,26,103,8,22,6.3,6.7,6.8,6.7,2.0,C,Đạt,2,2,0,1
33501,1820,2,6,26,126,3,22,8.0,8.2,7.3,7.5,3.0,B,Đạt,3,3,0,1
33502,1820,2,6,26,127,3,20,5.9,6.7,6.0,6.1,2.0,C,Đạt,3,3,0,1
33503,1820,2,6,26,128,3,16,9.8,9.2,9.4,9.4,4.0,A,Đạt,3,3,0,1
33504,1820,2,6,26,4,3,20,8.7,7.0,6.7,7.0,3.0,B,Đạt,2,2,0,1
33505,1820,2,6,26,129,4,13,9.0,7.3,7.3,7.5,3.0,B,Đạt,3,3,0,1
33506,1820,2,6,26,84,4,15,2.7,1.8,2.1,2.1,0.0,F,Không đạt,3,0,3,1
33507,1820,2,6,26,85,4,19,7.9,7.4,7.5,7.5,3.0,B,Đạt,3,3,0,1
33508,1820,2,6,26,89,4,22,7.3,6.2,6.4,6.4,2.0,C,Đạt,3,3,0,1
33509,1820,2,6,26,130,5,15,7.0,7.3,5.3,5.9,2.0,C,Đạt,3,3,0,1
33510,1820,2,6,26,131,5,20,2.5,2.8,1.9,2.2,0.0,F,Không đạt,3,0,3,1
33511,1820,2,6,26,132,5,14,7.9,5.3,7.9,7.4,3.0,B,Đạt,3,3,0,1
33512,1820,2,6,26,133,5,15,7.8,7.6,7.6,7.6,3.0,B,Đạt,2,2,0,1
33513,1820,2,6,26,134,6,23,7.8,9.5,7.1,7.6,3.0,B,Đạt,3,3,0,1
33514,1820,2,6,26,135,6,23,6.0,5.1,7.1,6.6,2.0,C,Đạt,3,3,0,1
33515,1820,2,6,26,136,6,21,6.1,5.8,6.2,6.1,2.0,C,Đạt,3,3,0,1
33516,1820,2,6,26,137,6,20,9.5,8.7,9.6,9.4,4.0,A,Đạt,2,2,0,1
33517,1820,2,6,26,138,7,21,7.8,6.6,7.0,7.0,3.0,B,Đạt,3,3,0,1
33518,1820,2,6,26,139,7,19,7.6,7.9,5.9,6.5,2.0,C,Đạt,3,3,0,1
33519,1820,2,6,26,97,7,19,7.4,5.7,7.1,6.8,2.0,C,Đạt,3,3,0,1
33520,1820,2,6,26,140,7,19,2.4,1.8,3.4,3.0,0.0,F,Không đạt,2,0,2,1
33521,1820,2,6,26,101,8,13,9.2,7.6,7.2,7.5,3.0,B,Đạt,3,3,0,1
33522,1820,2,6,26,141,8,21,9.9,7.6,7.9,8.1,3.0,B,Đạt,3,3,0,1
33523,1820,2,6,26,142,8,23,6.8,7.0,6.7,6.8,2.0,C,Đạt,3,3,0,1
33524,1820,2,6,26,103,8,13,8.2,7.6,8.3,8.2,3.0,B,Đạt,2,2,0,1
33525,1821,2,6,26,126,3,13,7.3,7.1,7.5,7.4,3.0,B,Đạt,3,3,0,1
33526,1821,2,6,26,127,3,20,5.6,5.7,6.5,6.2,2.0,C,Đạt,3,3,0,1
33527,1821,2,6,26,128,3,15,7.7,6.4,7.6,7.3,3.0,B,Đạt,3,3,0,1
33528,1821,2,6,26,4,3,20,7.8,8.2,6.5,7.0,3.0,B,Đạt,2,2,0,1
33529,1821,2,6,26,129,4,13,7.6,7.0,5.7,6.2,2.0,C,Đạt,3,3,0,1
33530,1821,2,6,26,84,4,19,6.7,6.4,5.0,5.4,1.0,D,Đạt,3,3,0,1
33531,1821,2,6,26,85,4,20,8.7,6.8,9.0,8.5,4.0,A,Đạt,3,3,0,1
33532,1821,2,6,26,89,4,13,5.9,6.8,7.7,7.3,3.0,B,Đạt,3,3,0,1
33533,1821,2,6,26,130,5,17,7.1,8.5,7.6,7.7,3.0,B,Đạt,3,3,0,1
33534,1821,2,6,26,131,5,23,3.1,2.5,4.2,3.8,0.0,F,Không đạt,3,0,3,1
33535,1821,2,6,26,132,5,23,7.4,5.7,6.1,6.1,2.0,C,Đạt,3,3,0,1
33536,1821,2,6,26,133,5,16,5.8,4.2,5.5,5.3,1.0,D,Đạt,2,2,0,1
33537,1821,2,6,26,134,6,24,7.9,8.2,6.6,7.1,3.0,B,Đạt,3,3,0,1
33538,1821,2,6,26,135,6,19,8.6,6.8,6.0,6.4,2.0,C,Đạt,3,3,0,1
33539,1821,2,6,26,136,6,14,8.2,8.0,7.7,7.8,3.0,B,Đạt,3,3,0,1
33540,1821,2,6,26,137,6,18,8.6,8.6,8.1,8.2,3.0,B,Đạt,2,2,0,1
33541,1821,2,6,26,138,7,19,6.8,7.5,6.4,6.7,2.0,C,Đạt,3,3,0,1
33542,1821,2,6,26,139,7,13,8.0,7.5,6.8,7.0,3.0,B,Đạt,3,3,0,1
33543,1821,2,6,26,97,7,17,7.8,7.4,8.0,7.9,3.0,B,Đạt,3,3,0,1
33544,1821,2,6,26,140,7,23,9.1,7.9,7.0,7.4,3.0,B,Đạt,2,2,0,1
33545,1821,2,6,26,101,8,19,6.1,7.0,7.0,6.9,2.0,C,Đạt,3,3,0,1
33546,1821,2,6,26,141,8,24,6.3,6.9,6.0,6.2,2.0,C,Đạt,3,3,0,1
33547,1821,2,6,26,142,8,17,8.8,8.0,7.0,7.4,3.0,B,Đạt,3,3,0,1
33548,1821,2,6,26,103,8,19,8.9,7.7,7.7,7.8,3.0,B,Đạt,2,2,0,1
33549,1822,2,6,26,126,3,16,7.1,6.6,7.1,7.0,3.0,B,Đạt,3,3,0,1
33550,1822,2,6,26,127,3,21,7.5,7.4,6.1,6.5,2.0,C,Đạt,3,3,0,1
33551,1822,2,6,26,128,3,18,8.6,6.5,7.1,7.1,3.0,B,Đạt,3,3,0,1
33552,1822,2,6,26,4,3,14,8.5,7.2,7.5,7.5,3.0,B,Đạt,2,2,0,1
33553,1822,2,6,26,129,4,17,7.6,6.9,6.4,6.6,2.0,C,Đạt,3,3,0,1
33554,1822,2,6,26,84,4,24,5.2,7.6,6.4,6.5,2.0,C,Đạt,3,3,0,1
33555,1822,2,6,26,85,4,14,4.5,4.1,2.5,3.0,0.0,F,Không đạt,3,0,3,1
33556,1822,2,6,26,89,4,23,7.3,5.0,5.5,5.6,2.0,C,Đạt,3,3,0,1
33557,1822,2,6,26,130,5,13,5.8,5.8,6.1,6.0,2.0,C,Đạt,3,3,0,1
33558,1822,2,6,26,131,5,14,4.3,4.1,2.1,2.7,0.0,F,Không đạt,3,0,3,1
33559,1822,2,6,26,132,5,15,4.7,5.6,5.7,5.6,2.0,C,Đạt,3,3,0,1
33560,1822,2,6,26,133,5,15,7.8,6.1,5.9,6.1,2.0,C,Đạt,2,2,0,1
33561,1822,2,6,26,134,6,14,2.8,1.2,1.9,1.8,0.0,F,Không đạt,3,0,3,1
33562,1822,2,6,26,135,6,24,4.5,2.0,1.7,2.0,0.0,F,Không đạt,3,0,3,1
33563,1822,2,6,26,136,6,20,3.6,1.3,2.5,2.4,0.0,F,Không đạt,3,0,3,1
33564,1822,2,6,26,137,6,23,8.3,6.1,6.1,6.3,2.0,C,Đạt,2,2,0,1
33565,1822,2,6,26,138,7,21,7.4,7.8,6.8,7.1,3.0,B,Đạt,3,3,0,1
33566,1822,2,6,26,139,7,15,7.5,8.8,7.4,7.7,3.0,B,Đạt,3,3,0,1
33567,1822,2,6,26,97,7,23,6.2,7.2,7.1,7.1,3.0,B,Đạt,3,3,0,1
33568,1822,2,6,26,140,7,14,7.5,6.5,8.1,7.7,3.0,B,Đạt,2,2,0,1
33569,1822,2,6,26,101,8,17,6.1,6.7,6.8,6.7,2.0,C,Đạt,3,3,0,1
33570,1822,2,6,26,141,8,21,7.4,7.4,5.6,6.2,2.0,C,Đạt,3,3,0,1
33571,1822,2,6,26,142,8,17,8.8,8.2,7.3,7.6,3.0,B,Đạt,3,3,0,1
33572,1822,2,6,26,103,8,23,6.8,7.8,7.0,7.1,3.0,B,Đạt,2,2,0,1
33573,1823,2,6,26,126,3,16,8.3,9.8,7.1,7.8,3.0,B,Đạt,3,3,0,1
33574,1823,2,6,26,127,3,19,7.1,7.3,6.2,6.5,2.0,C,Đạt,3,3,0,1
33575,1823,2,6,26,128,3,19,6.8,7.6,5.2,5.8,2.0,C,Đạt,3,3,0,1
33576,1823,2,6,26,4,3,13,9.5,7.0,8.3,8.1,3.0,B,Đạt,2,2,0,1
33577,1823,2,6,26,129,4,20,10.0,8.3,8.8,8.8,4.0,A,Đạt,3,3,0,1
33578,1823,2,6,26,84,4,23,7.1,5.7,7.5,7.1,3.0,B,Đạt,3,3,0,1
33579,1823,2,6,26,85,4,16,5.7,2.6,6.4,5.6,2.0,C,Đạt,3,3,0,1
33580,1823,2,6,26,89,4,22,9.4,8.1,8.5,8.5,4.0,A,Đạt,3,3,0,1
33581,1823,2,6,26,130,5,22,8.0,9.3,8.0,8.3,3.0,B,Đạt,3,3,0,1
33582,1823,2,6,26,131,5,21,3.0,5.0,3.4,3.7,0.0,F,Không đạt,3,0,3,1
33583,1823,2,6,26,132,5,18,8.1,6.8,7.9,7.7,3.0,B,Đạt,3,3,0,1
33584,1823,2,6,26,133,5,15,6.6,7.2,6.7,6.8,2.0,C,Đạt,2,2,0,1
33585,1823,2,6,26,134,6,22,7.2,6.4,6.5,6.6,2.0,C,Đạt,3,3,0,1
33586,1823,2,6,26,135,6,22,5.6,6.3,6.8,6.6,2.0,C,Đạt,3,3,0,1
33587,1823,2,6,26,136,6,23,5.4,6.4,5.9,6.0,2.0,C,Đạt,3,3,0,1
33588,1823,2,6,26,137,6,23,6.9,7.3,6.8,6.9,2.0,C,Đạt,2,2,0,1
33589,1823,2,6,26,138,7,21,6.8,6.1,5.9,6.0,2.0,C,Đạt,3,3,0,1
33590,1823,2,6,26,139,7,20,8.2,6.8,6.1,6.5,2.0,C,Đạt,3,3,0,1
33591,1823,2,6,26,97,7,13,8.6,7.9,6.8,7.2,3.0,B,Đạt,3,3,0,1
33592,1823,2,6,26,140,7,24,8.4,7.9,7.0,7.3,3.0,B,Đạt,2,2,0,1
33593,1823,2,6,26,101,8,13,7.6,7.2,8.4,8.1,3.0,B,Đạt,3,3,0,1
33594,1823,2,6,26,141,8,13,3.9,3.5,3.8,3.8,0.0,F,Không đạt,3,0,3,1
33595,1823,2,6,26,142,8,15,6.6,4.0,7.3,6.5,2.0,C,Đạt,3,3,0,1
33596,1823,2,6,26,103,8,23,8.7,9.1,7.3,7.8,3.0,B,Đạt,2,2,0,1
33597,1824,2,6,26,126,3,17,7.1,7.2,7.5,7.4,3.0,B,Đạt,3,3,0,1
33598,1824,2,6,26,127,3,15,6.2,6.3,6.0,6.1,2.0,C,Đạt,3,3,0,1
33599,1824,2,6,26,128,3,19,7.8,7.4,7.4,7.4,3.0,B,Đạt,3,3,0,1
33600,1824,2,6,26,4,3,19,7.2,6.6,6.9,6.9,2.0,C,Đạt,2,2,0,1
33601,1824,2,6,26,129,4,23,7.5,6.5,7.1,7.0,3.0,B,Đạt,3,3,0,1
33602,1824,2,6,26,84,4,19,8.9,6.5,8.3,8.0,3.0,B,Đạt,3,3,0,1
33603,1824,2,6,26,85,4,21,10.0,8.4,8.6,8.7,4.0,A,Đạt,3,3,0,1
33604,1824,2,6,26,89,4,15,6.0,8.1,7.1,7.2,3.0,B,Đạt,3,3,0,1
33605,1824,2,6,26,130,5,24,7.1,7.5,6.5,6.8,2.0,C,Đạt,3,3,0,1
33606,1824,2,6,26,131,5,24,5.4,7.8,5.8,6.2,2.0,C,Đạt,3,3,0,1
33607,1824,2,6,26,132,5,18,8.6,6.5,7.7,7.5,3.0,B,Đạt,3,3,0,1
33608,1824,2,6,26,133,5,20,8.8,6.8,7.2,7.3,3.0,B,Đạt,2,2,0,1
33609,1824,2,6,26,134,6,23,8.0,5.7,8.0,7.6,3.0,B,Đạt,3,3,0,1
33610,1824,2,6,26,135,6,13,7.5,7.1,7.2,7.2,3.0,B,Đạt,3,3,0,1
33611,1824,2,6,26,136,6,20,2.9,3.2,2.3,2.6,0.0,F,Không đạt,3,0,3,1
33612,1824,2,6,26,137,6,14,6.2,6.5,6.2,6.3,2.0,C,Đạt,2,2,0,1
33613,1824,2,6,26,138,7,17,8.2,6.1,7.6,7.4,3.0,B,Đạt,3,3,0,1
33614,1824,2,6,26,139,7,13,4.7,5.3,1.6,2.6,0.0,F,Không đạt,3,0,3,1
33615,1824,2,6,26,97,7,13,7.5,8.4,7.7,7.8,3.0,B,Đạt,3,3,0,1
33616,1824,2,6,26,140,7,23,7.4,6.5,5.7,6.0,2.0,C,Đạt,2,2,0,1
33617,1824,2,6,26,101,8,13,6.6,6.5,5.7,6.0,2.0,C,Đạt,3,3,0,1
33618,1824,2,6,26,141,8,23,3.9,2.9,2.3,2.6,0.0,F,Không đạt,3,0,3,1
33619,1824,2,6,26,142,8,22,9.5,10.0,8.9,9.2,4.0,A,Đạt,3,3,0,1
33620,1824,2,6,26,103,8,20,7.0,7.6,6.1,6.5,2.0,C,Đạt,2,2,0,1
33621,1825,2,6,26,126,3,13,6.9,7.4,6.0,6.4,2.0,C,Đạt,3,3,0,1
33622,1825,2,6,26,127,3,15,9.4,4.6,7.2,6.9,2.0,C,Đạt,3,3,0,1
33623,1825,2,6,26,128,3,15,9.0,6.8,8.3,8.1,3.0,B,Đạt,3,3,0,1
33624,1825,2,6,26,4,3,23,7.0,8.2,6.4,6.8,2.0,C,Đạt,2,2,0,1
33625,1825,2,6,26,129,4,21,8.5,8.6,7.8,8.0,3.0,B,Đạt,3,3,0,1
33626,1825,2,6,26,84,4,15,9.9,10.0,9.6,9.7,4.0,A,Đạt,3,3,0,1
33627,1825,2,6,26,85,4,20,9.2,9.3,7.5,8.0,3.0,B,Đạt,3,3,0,1
33628,1825,2,6,26,89,4,14,7.5,7.3,7.1,7.2,3.0,B,Đạt,3,3,0,1
33629,1825,2,6,26,130,5,22,6.4,6.4,5.9,6.1,2.0,C,Đạt,3,3,0,1
33630,1825,2,6,26,131,5,17,7.6,6.6,6.4,6.5,2.0,C,Đạt,3,3,0,1
33631,1825,2,6,26,132,5,19,7.8,8.1,7.9,7.9,3.0,B,Đạt,3,3,0,1
33632,1825,2,6,26,133,5,18,6.3,7.2,7.9,7.6,3.0,B,Đạt,2,2,0,1
33633,1825,2,6,26,134,6,18,8.0,6.9,7.2,7.2,3.0,B,Đạt,3,3,0,1
33634,1825,2,6,26,135,6,18,7.7,7.2,8.9,8.4,3.0,B,Đạt,3,3,0,1
33635,1825,2,6,26,136,6,18,10.0,7.5,7.6,7.8,3.0,B,Đạt,3,3,0,1
33636,1825,2,6,26,137,6,19,8.8,9.2,9.3,9.2,4.0,A,Đạt,2,2,0,1
33637,1825,2,6,26,138,7,13,9.0,7.7,8.7,8.5,4.0,A,Đạt,3,3,0,1
33638,1825,2,6,26,139,7,17,6.6,7.1,6.6,6.7,2.0,C,Đạt,3,3,0,1
33639,1825,2,6,26,97,7,15,9.2,8.9,8.2,8.5,4.0,A,Đạt,3,3,0,1
33640,1825,2,6,26,140,7,23,6.4,7.5,7.7,7.5,3.0,B,Đạt,2,2,0,1
33641,1825,2,6,26,101,8,16,6.8,7.8,7.0,7.1,3.0,B,Đạt,3,3,0,1
33642,1825,2,6,26,141,8,17,3.4,3.7,2.6,2.9,0.0,F,Không đạt,3,0,3,1
33643,1825,2,6,26,142,8,21,8.1,7.7,6.9,7.2,3.0,B,Đạt,3,3,0,1
33644,1825,2,6,26,103,8,23,2.0,2.8,1.5,1.8,0.0,F,Không đạt,2,0,2,1
33645,1826,2,6,26,126,3,17,7.9,7.9,7.2,7.4,3.0,B,Đạt,3,3,0,1
33646,1826,2,6,26,127,3,21,7.5,6.4,7.5,7.3,3.0,B,Đạt,3,3,0,1
33647,1826,2,6,26,128,3,18,7.5,7.7,6.2,6.6,2.0,C,Đạt,3,3,0,1
33648,1826,2,6,26,4,3,22,7.3,7.9,6.5,6.9,2.0,C,Đạt,2,2,0,1
33649,1826,2,6,26,129,4,21,8.4,8.9,7.7,8.0,3.0,B,Đạt,3,3,0,1
33650,1826,2,6,26,84,4,19,7.4,7.2,9.0,8.5,4.0,A,Đạt,3,3,0,1
33651,1826,2,6,26,85,4,14,8.8,8.9,7.6,8.0,3.0,B,Đạt,3,3,0,1
33652,1826,2,6,26,89,4,15,9.9,9.2,7.5,8.1,3.0,B,Đạt,3,3,0,1
33653,1826,2,6,26,130,5,13,7.3,5.1,6.2,6.0,2.0,C,Đạt,3,3,0,1
33654,1826,2,6,26,131,5,19,6.7,6.8,5.7,6.0,2.0,C,Đạt,3,3,0,1
33655,1826,2,6,26,132,5,22,9.1,7.5,8.1,8.1,3.0,B,Đạt,3,3,0,1
33656,1826,2,6,26,133,5,15,8.5,8.6,7.2,7.6,3.0,B,Đạt,2,2,0,1
33657,1826,2,6,26,134,6,13,6.6,6.8,6.5,6.5,2.0,C,Đạt,3,3,0,1
33658,1826,2,6,26,135,6,24,7.7,7.2,6.7,6.9,2.0,C,Đạt,3,3,0,1
33659,1826,2,6,26,136,6,14,10.0,9.1,8.8,9.0,4.0,A,Đạt,3,3,0,1
33660,1826,2,6,26,137,6,15,8.7,7.6,7.8,7.8,3.0,B,Đạt,2,2,0,1
33661,1826,2,6,26,138,7,22,7.5,7.0,6.5,6.7,2.0,C,Đạt,3,3,0,1
33662,1826,2,6,26,139,7,19,7.0,5.4,6.2,6.1,2.0,C,Đạt,3,3,0,1
33663,1826,2,6,26,97,7,22,7.3,6.3,5.8,6.0,2.0,C,Đạt,3,3,0,1
33664,1826,2,6,26,140,7,14,7.1,6.0,6.4,6.4,2.0,C,Đạt,2,2,0,1
33665,1826,2,6,26,101,8,22,6.3,5.8,7.7,7.2,3.0,B,Đạt,3,3,0,1
33666,1826,2,6,26,141,8,18,5.1,5.3,5.3,5.3,1.0,D,Đạt,3,3,0,1
33667,1826,2,6,26,142,8,22,8.0,6.4,7.1,7.0,3.0,B,Đạt,3,3,0,1
33668,1826,2,6,26,103,8,18,5.3,5.1,5.1,5.1,1.0,D,Đạt,2,2,0,1
33669,1827,2,6,26,126,3,24,9.1,6.7,8.8,8.4,3.0,B,Đạt,3,3,0,1
33670,1827,2,6,26,127,3,14,2.3,3.3,0.5,1.2,0.0,F,Không đạt,3,0,3,1
33671,1827,2,6,26,128,3,13,6.4,6.9,6.3,6.5,2.0,C,Đạt,3,3,0,1
33672,1827,2,6,26,4,3,23,7.1,7.1,6.8,6.9,2.0,C,Đạt,2,2,0,1
33673,1827,2,6,26,129,4,13,7.9,8.2,7.3,7.5,3.0,B,Đạt,3,3,0,1
33674,1827,2,6,26,84,4,23,7.6,6.6,7.9,7.6,3.0,B,Đạt,3,3,0,1
33675,1827,2,6,26,85,4,15,3.2,1.9,2.4,2.4,0.0,F,Không đạt,3,0,3,1
33676,1827,2,6,26,89,4,18,8.7,7.9,7.4,7.6,3.0,B,Đạt,3,3,0,1
33677,1827,2,6,26,130,5,19,7.8,6.9,6.6,6.8,2.0,C,Đạt,3,3,0,1
33678,1827,2,6,26,131,5,22,6.1,6.6,6.2,6.3,2.0,C,Đạt,3,3,0,1
33679,1827,2,6,26,132,5,24,7.6,9.9,6.6,7.4,3.0,B,Đạt,3,3,0,1
33680,1827,2,6,26,133,5,24,6.0,5.7,4.7,5.0,1.0,D,Đạt,2,2,0,1
33681,1827,2,6,26,134,6,20,7.6,8.3,6.4,6.9,2.0,C,Đạt,3,3,0,1
33682,1827,2,6,26,135,6,23,5.2,3.3,4.0,4.0,1.0,D,Đạt,3,3,0,1
33683,1827,2,6,26,136,6,17,1.3,0.3,1.6,1.3,0.0,F,Không đạt,3,0,3,1
33684,1827,2,6,26,137,6,23,8.3,5.7,8.6,8.0,3.0,B,Đạt,2,2,0,1
33685,1827,2,6,26,138,7,13,6.4,7.0,6.3,6.4,2.0,C,Đạt,3,3,0,1
33686,1827,2,6,26,139,7,17,9.0,7.0,7.5,7.5,3.0,B,Đạt,3,3,0,1
33687,1827,2,6,26,97,7,14,9.1,7.6,7.1,7.4,3.0,B,Đạt,3,3,0,1
33688,1827,2,6,26,140,7,14,7.9,9.6,7.1,7.7,3.0,B,Đạt,2,2,0,1
33689,1827,2,6,26,101,8,16,8.3,7.3,7.9,7.8,3.0,B,Đạt,3,3,0,1
33690,1827,2,6,26,141,8,16,8.8,8.3,7.1,7.5,3.0,B,Đạt,3,3,0,1
33691,1827,2,6,26,142,8,13,9.3,9.2,7.6,8.1,3.0,B,Đạt,3,3,0,1
33692,1827,2,6,26,103,8,17,8.0,5.5,7.0,6.8,2.0,C,Đạt,2,2,0,1
33693,1828,2,6,26,126,3,24,7.2,8.4,6.7,7.1,3.0,B,Đạt,3,3,0,1
33694,1828,2,6,26,127,3,15,8.9,7.0,8.4,8.2,3.0,B,Đạt,3,3,0,1
33695,1828,2,6,26,128,3,18,7.5,7.4,6.9,7.1,3.0,B,Đạt,3,3,0,1
33696,1828,2,6,26,4,3,17,7.1,7.7,8.4,8.2,3.0,B,Đạt,2,2,0,1
33697,1828,2,6,26,129,4,20,6.6,8.1,6.1,6.6,2.0,C,Đạt,3,3,0,1
33698,1828,2,6,26,84,4,23,7.1,8.9,8.0,8.1,3.0,B,Đạt,3,3,0,1
33699,1828,2,6,26,85,4,20,9.1,9.5,7.9,8.4,3.0,B,Đạt,3,3,0,1
33700,1828,2,6,26,89,4,14,8.1,6.5,6.5,6.7,2.0,C,Đạt,3,3,0,1
33701,1828,2,6,26,130,5,15,6.9,7.5,6.6,6.8,2.0,C,Đạt,3,3,0,1
33702,1828,2,6,26,131,5,17,8.3,6.7,6.4,6.6,2.0,C,Đạt,3,3,0,1
33703,1828,2,6,26,132,5,24,8.6,6.7,6.6,6.8,2.0,C,Đạt,3,3,0,1
33704,1828,2,6,26,133,5,19,8.1,7.4,6.5,6.9,2.0,C,Đạt,2,2,0,1
33705,1828,2,6,26,134,6,24,6.0,5.4,5.0,5.2,1.0,D,Đạt,3,3,0,1
33706,1828,2,6,26,135,6,17,7.9,7.7,6.8,7.1,3.0,B,Đạt,3,3,0,1
33707,1828,2,6,26,136,6,19,7.2,7.4,6.1,6.5,2.0,C,Đạt,3,3,0,1
33708,1828,2,6,26,137,6,17,9.2,9.3,8.1,8.5,4.0,A,Đạt,2,2,0,1
33709,1828,2,6,26,138,7,17,7.3,5.0,6.7,6.4,2.0,C,Đạt,3,3,0,1
33710,1828,2,6,26,139,7,17,6.9,6.1,5.9,6.0,2.0,C,Đạt,3,3,0,1
33711,1828,2,6,26,97,7,18,2.0,0.9,1.5,1.4,0.0,F,Không đạt,3,0,3,1
33712,1828,2,6,26,140,7,16,9.3,6.0,7.2,7.2,3.0,B,Đạt,2,2,0,1
33713,1828,2,6,26,101,8,24,9.1,6.5,6.0,6.4,2.0,C,Đạt,3,3,0,1
33714,1828,2,6,26,141,8,23,8.1,7.6,7.7,7.7,3.0,B,Đạt,3,3,0,1
33715,1828,2,6,26,142,8,13,7.1,7.8,6.1,6.5,2.0,C,Đạt,3,3,0,1
33716,1828,2,6,26,103,8,19,6.1,5.4,5.4,5.5,2.0,C,Đạt,2,2,0,1
33717,1829,2,6,26,126,3,18,9.2,8.8,7.9,8.2,3.0,B,Đạt,3,3,0,1
33718,1829,2,6,26,127,3,22,5.6,4.9,5.3,5.2,1.0,D,Đạt,3,3,0,1
33719,1829,2,6,26,128,3,23,7.8,4.8,8.1,7.4,3.0,B,Đạt,3,3,0,1
33720,1829,2,6,26,4,3,24,9.5,8.7,7.1,7.6,3.0,B,Đạt,2,2,0,1
33721,1829,2,6,26,129,4,17,5.1,6.1,5.6,5.7,2.0,C,Đạt,3,3,0,1
33722,1829,2,6,26,84,4,23,7.5,6.5,7.7,7.4,3.0,B,Đạt,3,3,0,1
33723,1829,2,6,26,85,4,21,1.7,2.9,1.2,1.6,0.0,F,Không đạt,3,0,3,1
33724,1829,2,6,26,89,4,23,8.4,7.3,6.1,6.6,2.0,C,Đạt,3,3,0,1
