DiemRenLuyenKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyKey,DiemYThucHocTap,DiemChapHanhNoiQuy,DiemHoatDongPhongTrao,DiemCongDong,DiemTongRenLuyen,XepLoaiRenLuyenKey
7230,1538,2,5,22,6,21,20,15,13,69,3
7231,1538,2,5,22,7,17,17,19,9,62,4
7232,1538,2,5,22,8,25,23,18,18,84,2
7233,1539,2,5,22,5,29,21,18,17,85,2
7234,1539,2,5,22,6,19,17,17,14,67,3
7235,1539,2,5,22,7,27,24,25,15,91,1
7236,1539,2,5,22,8,19,20,19,16,74,3
7237,1540,2,5,22,5,25,23,20,19,87,2
7238,1540,2,5,22,6,27,21,17,12,77,3
7239,1540,2,5,22,7,30,24,19,18,91,1
7240,1540,2,5,22,8,20,16,12,11,59,4
7241,1541,2,5,22,5,24,22,20,17,83,2
7242,1541,2,5,22,6,22,17,18,17,74,3
7243,1541,2,5,22,7,19,15,19,15,68,3
7244,1541,2,5,22,8,24,24,25,16,89,2
7245,1542,2,5,22,5,25,20,14,19,78,3
7246,1542,2,5,22,6,26,24,22,16,88,2
7247,1542,2,5,22,7,22,21,15,13,71,3
7248,1542,2,5,22,8,20,14,11,20,65,3
7249,1543,2,5,22,5,27,24,20,13,84,2
7250,1543,2,5,22,6,21,20,23,10,74,3
7251,1543,2,5,22,7,26,19,21,15,81,2
7252,1543,2,5,22,8,21,20,21,20,82,2
7253,1544,2,5,22,5,26,17,22,17,82,2
7254,1544,2,5,22,6,27,23,18,20,88,2
7255,1544,2,5,22,7,17,14,14,20,65,3
7256,1544,2,5,22,8,25,23,21,17,86,2
7257,1545,2,5,22,5,18,23,20,15,76,3
7258,1545,2,5,22,6,28,20,25,15,88,2
7259,1545,2,5,22,7,24,18,15,20,77,3
7260,1545,2,5,22,8,29,24,19,15,87,2
7261,1546,2,5,22,5,24,22,22,17,85,2
7262,1546,2,5,22,6,22,22,22,20,86,2
7263,1546,2,5,22,7,27,22,15,14,78,3
7264,1546,2,5,22,8,22,21,13,20,76,3
7265,1547,2,5,22,5,27,25,20,13,85,2
7266,1547,2,5,22,6,24,15,19,15,73,3
7267,1547,2,5,22,7,20,19,16,10,65,3
7268,1547,2,5,22,8,28,21,13,17,79,3
7269,1548,2,5,22,5,27,17,22,15,81,2
7270,1548,2,5,22,6,30,20,24,12,86,2
7271,1548,2,5,22,7,22,18,17,20,77,3
7272,1548,2,5,22,8,24,18,15,16,73,3
7273,1549,2,5,22,5,22,20,23,13,78,3
7274,1549,2,5,22,6,25,21,20,15,81,2
7275,1549,2,5,22,7,25,21,24,11,81,2
7276,1549,2,5,22,8,22,19,18,15,74,3
7277,1550,2,5,22,5,23,23,21,17,84,2
7278,1550,2,5,22,6,19,16,14,11,60,4
7279,1550,2,5,22,7,22,19,21,19,81,2
7280,1550,2,5,22,8,25,19,20,17,81,2
7281,1551,2,5,23,5,24,19,22,15,80,2
7282,1551,2,5,23,6,26,20,24,13,83,2
7283,1551,2,5,23,7,25,24,20,19,88,2
7284,1551,2,5,23,8,19,22,13,18,72,3
7285,1552,2,5,23,5,24,20,24,15,83,2
7286,1552,2,5,23,6,26,20,18,20,84,2
7287,1552,2,5,23,7,26,25,25,12,88,2
7288,1552,2,5,23,8,21,17,18,8,64,4
7289,1553,2,5,23,5,22,22,18,13,75,3
7290,1553,2,5,23,6,27,19,19,20,85,2
7291,1553,2,5,23,7,22,19,22,15,78,3
7292,1553,2,5,23,8,27,24,17,15,83,2
7293,1554,2,5,23,5,23,20,18,14,75,3
7294,1554,2,5,23,6,27,20,23,20,90,1
7295,1554,2,5,23,7,25,18,23,13,79,3
7296,1554,2,5,23,8,23,21,16,20,80,2
7297,1555,2,5,23,5,27,24,22,17,90,1
7298,1555,2,5,23,6,24,24,25,10,83,2
7299,1555,2,5,23,7,24,21,18,12,75,3
7300,1555,2,5,23,8,25,20,17,20,82,2
7301,1556,2,5,23,5,23,19,24,17,83,2
7302,1556,2,5,23,6,25,21,25,17,88,2
7303,1556,2,5,23,7,24,16,24,8,72,3
7304,1556,2,5,23,8,23,22,22,14,81,2
7305,1557,2,5,23,5,27,25,25,18,95,1
7306,1557,2,5,23,6,25,21,20,14,80,2
7307,1557,2,5,23,7,21,21,19,20,81,2
7308,1557,2,5,23,8,21,18,17,17,73,3
7309,1558,2,5,23,5,30,20,19,10,79,3
7310,1558,2,5,23,6,20,18,17,14,69,3
7311,1558,2,5,23,7,21,17,19,16,73,3
7312,1558,2,5,23,8,22,16,14,19,71,3
7313,1559,2,5,23,5,28,25,24,18,95,1
7314,1559,2,5,23,6,25,17,20,20,82,2
7315,1559,2,5,23,7,19,17,12,15,63,4
7316,1559,2,5,23,8,20,17,15,20,72,3
7317,1560,2,5,23,5,24,20,21,15,80,2
7318,1560,2,5,23,6,30,19,17,20,86,2
7319,1560,2,5,23,7,22,22,19,8,71,3
7320,1560,2,5,23,8,22,18,19,5,64,4
7321,1561,2,5,23,5,26,22,20,20,88,2
7322,1561,2,5,23,6,19,18,21,20,78,3
7323,1561,2,5,23,7,21,16,13,15,65,3
7324,1561,2,5,23,8,25,20,23,14,82,2
7325,1562,2,5,23,5,24,19,17,11,71,3
7326,1562,2,5,23,6,25,19,21,18,83,2
7327,1562,2,5,23,7,25,18,16,20,79,3
7328,1562,2,5,23,8,22,17,14,11,64,4
7329,1563,2,5,23,5,21,17,22,15,75,3
7330,1563,2,5,23,6,25,17,14,20,76,3
7331,1563,2,5,23,7,23,20,17,19,79,3
7332,1563,2,5,23,8,22,20,19,15,76,3
7333,1564,2,5,23,5,26,23,22,20,91,1
7334,1564,2,5,23,6,23,25,24,17,89,2
7335,1564,2,5,23,7,25,22,22,14,83,2
7336,1564,2,5,23,8,28,19,25,10,82,2
7337,1565,2,5,23,5,24,18,17,15,74,3
7338,1565,2,5,23,6,27,24,25,18,94,1
7339,1565,2,5,23,7,21,19,22,13,75,3
7340,1565,2,5,23,8,24,23,20,16,83,2
7341,1566,2,5,23,5,26,19,22,20,87,2
7342,1566,2,5,23,6,23,20,19,19,81,2
7343,1566,2,5,23,7,19,17,17,16,69,3
7344,1566,2,5,23,8,27,21,19,20,87,2
7345,1567,2,5,23,5,28,23,22,18,91,1
7346,1567,2,5,23,6,27,23,19,13,82,2
7347,1567,2,5,23,7,27,19,20,20,86,2
7348,1567,2,5,23,8,27,20,14,18,79,3
7349,1568,2,5,23,5,26,17,17,20,80,2
7350,1568,2,5,23,6,26,21,22,20,89,2
7351,1568,2,5,23,7,28,20,18,20,86,2
7352,1568,2,5,23,8,25,25,18,20,88,2
7353,1569,2,5,23,5,22,18,19,14,73,3
7354,1569,2,5,23,6,21,21,18,12,72,3
7355,1569,2,5,23,7,25,25,20,13,83,2
7356,1569,2,5,23,8,22,22,23,18,85,2
7357,1570,2,5,23,5,21,15,15,11,62,4
7358,1570,2,5,23,6,22,19,24,14,79,3
7359,1570,2,5,23,7,22,16,17,18,73,3
7360,1570,2,5,23,8,15,16,16,20,67,3
7361,1571,2,5,23,5,27,18,23,14,82,2
7362,1571,2,5,23,6,23,18,18,20,79,3
7363,1571,2,5,23,7,29,22,19,16,86,2
7364,1571,2,5,23,8,25,24,22,10,81,2
7365,1572,2,5,23,5,22,21,22,8,73,3
7366,1572,2,5,23,6,20,14,19,16,69,3
7367,1572,2,5,23,7,23,18,19,14,74,3
7368,1572,2,5,23,8,24,15,19,17,75,3
7369,1573,2,5,23,5,21,21,19,17,78,3
7370,1573,2,5,23,6,30,23,25,18,96,1
7371,1573,2,5,23,7,28,20,23,20,91,1
7372,1573,2,5,23,8,22,13,24,13,72,3
7373,1574,2,5,23,5,26,18,15,20,79,3
7374,1574,2,5,23,6,29,18,23,18,88,2
7375,1574,2,5,23,7,20,22,24,11,77,3
7376,1574,2,5,23,8,21,19,16,20,76,3
7377,1575,2,5,23,5,27,22,18,14,81,2
7378,1575,2,5,23,6,19,18,15,20,72,3
7379,1575,2,5,23,7,25,18,17,20,80,2
7380,1575,2,5,23,8,22,20,22,8,72,3
7381,1576,2,5,23,5,27,23,17,12,79,3
7382,1576,2,5,23,6,21,20,19,15,75,3
7383,1576,2,5,23,7,21,14,23,12,70,3
7384,1576,2,5,23,8,23,18,25,17,83,2
7385,1577,2,5,23,5,19,21,23,20,83,2
7386,1577,2,5,23,6,25,21,24,11,81,2
7387,1577,2,5,23,7,23,18,20,8,69,3
7388,1577,2,5,23,8,26,22,20,13,81,2
7389,1578,2,5,23,5,20,24,25,15,84,2
7390,1578,2,5,23,6,30,25,25,18,98,1
7391,1578,2,5,23,7,18,16,22,12,68,3
7392,1578,2,5,23,8,21,18,19,18,76,3
7393,1579,2,5,23,5,25,20,23,16,84,2
7394,1579,2,5,23,6,27,19,25,20,91,1
7395,1579,2,5,23,7,17,15,11,19,62,4
7396,1579,2,5,23,8,24,25,19,16,84,2
7397,1580,2,5,23,5,26,20,21,10,77,3
7398,1580,2,5,23,6,24,23,21,12,80,2
7399,1580,2,5,23,7,22,20,20,19,81,2
7400,1580,2,5,23,8,24,25,21,17,87,2
7401,1581,2,5,23,5,23,22,20,9,74,3
7402,1581,2,5,23,6,26,25,19,20,90,1
7403,1581,2,5,23,7,19,14,18,20,71,3
7404,1581,2,5,23,8,26,21,25,16,88,2
7405,1582,2,5,23,5,28,23,23,20,94,1
7406,1582,2,5,23,6,22,18,17,14,71,3
7407,1582,2,5,23,7,24,23,25,6,78,3
7408,1582,2,5,23,8,17,18,16,18,69,3
7409,1583,2,5,23,5,26,18,21,20,85,2
7410,1583,2,5,23,6,24,17,22,18,81,2
7411,1583,2,5,23,7,21,16,15,18,70,3
7412,1583,2,5,23,8,24,18,21,17,80,2
7413,1584,2,5,23,5,26,20,25,9,80,2
7414,1584,2,5,23,6,23,16,18,11,68,3
7415,1584,2,5,23,7,23,18,16,13,70,3
7416,1584,2,5,23,8,29,21,19,15,84,2
7417,1585,2,5,23,5,24,24,24,16,88,2
7418,1585,2,5,23,6,25,20,20,14,79,3
7419,1585,2,5,23,7,27,21,25,13,86,2
7420,1585,2,5,23,8,23,21,25,8,77,3
7421,1586,2,5,23,5,23,21,19,20,83,2
7422,1586,2,5,23,6,21,18,18,20,77,3
7423,1586,2,5,23,7,24,24,24,12,84,2
7424,1586,2,5,23,8,27,18,22,15,82,2
7425,1587,2,5,23,5,22,17,19,15,73,3
7426,1587,2,5,23,6,21,18,16,10,65,3
7427,1587,2,5,23,7,26,19,23,19,87,2
7428,1587,2,5,23,8,23,19,14,16,72,3
7429,1588,2,5,23,5,21,20,19,15,75,3
7430,1588,2,5,23,6,25,23,22,16,86,2
7431,1588,2,5,23,7,19,16,20,20,75,3
7432,1588,2,5,23,8,24,19,22,17,82,2
7433,1589,2,5,23,5,26,23,20,14,83,2
7434,1589,2,5,23,6,23,19,18,20,80,2
7435,1589,2,5,23,7,27,22,20,11,80,2
7436,1589,2,5,23,8,28,21,19,17,85,2
7437,1590,2,5,23,5,25,20,19,13,77,3
7438,1590,2,5,23,6,27,20,20,15,82,2
7439,1590,2,5,23,7,23,17,11,16,67,3
7440,1590,2,5,23,8,23,17,17,12,69,3
7441,1591,2,5,23,5,27,21,18,17,83,2
7442,1591,2,5,23,6,29,20,24,13,86,2
7443,1591,2,5,23,7,23,20,18,16,77,3
7444,1591,2,5,23,8,24,22,19,18,83,2
7445,1592,2,5,23,5,22,21,18,20,81,2
7446,1592,2,5,23,6,28,19,25,8,80,2
7447,1592,2,5,23,7,27,22,22,13,84,2
7448,1592,2,5,23,8,25,18,23,9,75,3
7449,1593,2,5,23,5,30,25,25,20,100,1
7450,1593,2,5,23,6,22,15,16,20,73,3
7451,1593,2,5,23,7,23,19,16,19,77,3
7452,1593,2,5,23,8,24,17,19,19,79,3
7453,1594,2,5,23,5,25,21,24,17,87,2
7454,1594,2,5,23,6,26,24,25,7,82,2
7455,1594,2,5,23,7,18,17,18,11,64,4
7456,1594,2,5,23,8,21,19,16,15,71,3
7457,1595,2,5,23,5,22,17,21,20,80,2
7458,1595,2,5,23,6,20,19,12,20,71,3
7459,1595,2,5,23,7,24,25,19,18,86,2
7460,1595,2,5,23,8,23,21,16,18,78,3
7461,1596,2,5,23,5,27,20,24,15,86,2
7462,1596,2,5,23,6,25,18,20,12,75,3
7463,1596,2,5,23,7,25,20,20,18,83,2
7464,1596,2,5,23,8,21,18,15,18,72,3
7465,1597,2,5,23,5,23,20,25,20,88,2
7466,1597,2,5,23,6,27,22,21,13,83,2
7467,1597,2,5,23,7,24,22,16,15,77,3
7468,1597,2,5,23,8,30,22,25,10,87,2
7469,1598,2,5,23,5,26,21,23,18,88,2
7470,1598,2,5,23,6,22,17,18,20,77,3
7471,1598,2,5,23,7,23,22,16,16,77,3
7472,1598,2,5,23,8,23,19,16,19,77,3
7473,1599,2,5,23,5,29,23,13,20,85,2
7474,1599,2,5,23,6,27,20,18,13,78,3
7475,1599,2,5,23,7,20,18,17,17,72,3
7476,1599,2,5,23,8,26,22,20,8,76,3
7477,1600,2,5,23,5,27,21,19,19,86,2
7478,1600,2,5,23,6,27,25,25,20,97,1
7479,1600,2,5,23,7,24,24,23,8,79,3
7480,1600,2,5,23,8,25,23,20,13,81,2
7481,1601,2,5,23,5,23,14,20,16,73,3
7482,1601,2,5,23,6,27,22,23,13,85,2
7483,1601,2,5,23,7,22,19,14,20,75,3
7484,1601,2,5,23,8,26,18,22,6,72,3
7485,1602,2,5,23,5,22,18,16,16,72,3
7486,1602,2,5,23,6,22,20,20,9,71,3
7487,1602,2,5,23,7,23,20,19,11,73,3
7488,1602,2,5,23,8,24,19,19,17,79,3
7489,1603,2,5,23,5,23,21,20,20,84,2
7490,1603,2,5,23,6,24,19,19,20,82,2
7491,1603,2,5,23,7,22,18,19,13,72,3
7492,1603,2,5,23,8,22,21,20,17,80,2
7493,1604,2,5,23,5,28,22,19,20,89,2
7494,1604,2,5,23,6,26,23,18,19,86,2
7495,1604,2,5,23,7,22,19,19,19,79,3
7496,1604,2,5,23,8,24,20,22,14,80,2
7497,1605,2,5,23,5,24,18,18,20,80,2
7498,1605,2,5,23,6,27,23,22,20,92,1
7499,1605,2,5,23,7,23,15,19,12,69,3
7500,1605,2,5,23,8,24,21,18,13,76,3
7501,1606,2,5,23,5,23,20,25,12,80,2
7502,1606,2,5,23,6,21,22,25,3,71,3
7503,1606,2,5,23,7,24,22,20,18,84,2
7504,1606,2,5,23,8,20,18,17,18,73,3
7505,1607,2,5,23,5,28,21,22,18,89,2
7506,1607,2,5,23,6,21,19,19,20,79,3
7507,1607,2,5,23,7,28,19,17,20,84,2
7508,1607,2,5,23,8,28,21,23,9,81,2
7509,1608,2,5,23,5,20,17,13,20,70,3
7510,1608,2,5,23,6,25,21,17,20,83,2
7511,1608,2,5,23,7,27,15,12,20,74,3
7512,1608,2,5,23,8,21,17,19,18,75,3
7513,1609,2,5,23,5,30,25,21,20,96,1
7514,1609,2,5,23,6,27,19,22,19,87,2
7515,1609,2,5,23,7,26,23,25,19,93,1
7516,1609,2,5,23,8,27,20,20,14,81,2
7517,1610,2,5,23,5,26,19,20,17,82,2
7518,1610,2,5,23,6,21,21,16,15,73,3
7519,1610,2,5,23,7,20,15,15,10,60,4
7520,1610,2,5,23,8,22,17,24,11,74,3
7521,1611,2,5,23,5,21,16,21,13,71,3
7522,1611,2,5,23,6,23,18,22,17,80,2
7523,1611,2,5,23,7,25,23,18,15,81,2
7524,1611,2,5,23,8,24,19,19,15,77,3
7525,1612,2,5,23,5,20,18,17,16,71,3
7526,1612,2,5,23,6,23,18,20,19,80,2
7527,1612,2,5,23,7,21,18,21,9,69,3
7528,1612,2,5,23,8,21,23,18,10,72,3
7529,1613,2,5,23,5,27,25,20,13,85,2
7530,1613,2,5,23,6,23,18,17,20,78,3
7531,1613,2,5,23,7,25,22,22,9,78,3
7532,1613,2,5,23,8,24,18,21,18,81,2
7533,1614,2,5,23,5,26,22,24,18,90,1
7534,1614,2,5,23,6,24,16,24,14,78,3
7535,1614,2,5,23,7,23,20,21,18,82,2
7536,1614,2,5,23,8,24,24,20,15,83,2
7537,1615,2,5,23,5,28,25,16,20,89,2
7538,1615,2,5,23,6,27,25,21,20,93,1
7539,1615,2,5,23,7,22,21,25,7,75,3
7540,1615,2,5,23,8,25,20,25,10,80,2
7541,1616,2,5,23,5,23,16,16,14,69,3
7542,1616,2,5,23,6,23,22,18,18,81,2
7543,1616,2,5,23,7,23,24,14,16,77,3
7544,1616,2,5,23,8,26,19,25,20,90,1
7545,1617,2,5,23,5,22,19,18,20,79,3
7546,1617,2,5,23,6,26,16,16,20,78,3
7547,1617,2,5,23,7,22,17,20,13,72,3
7548,1617,2,5,23,8,28,22,21,14,85,2
7549,1618,2,5,23,5,24,22,9,20,75,3
7550,1618,2,5,23,6,20,17,17,14,68,3
7551,1618,2,5,23,7,21,19,20,15,75,3
7552,1618,2,5,23,8,23,21,19,11,74,3
7553,1619,2,5,23,5,23,22,19,15,79,3
7554,1619,2,5,23,6,24,22,14,20,80,2
7555,1619,2,5,23,7,19,18,17,15,69,3
7556,1619,2,5,23,8,20,16,23,7,66,3
7557,1620,2,5,23,5,24,23,21,15,83,2
7558,1620,2,5,23,6,23,17,23,20,83,2
7559,1620,2,5,23,7,30,25,25,15,95,1
7560,1620,2,5,23,8,23,17,22,10,72,3
7561,1621,2,5,24,7,25,18,17,20,80,2
7562,1621,2,5,24,8,26,20,25,12,83,2
7563,1622,2,5,24,7,28,25,22,20,95,1
7564,1622,2,5,24,8,21,22,15,20,78,3
7565,1623,2,5,24,7,24,20,25,18,87,2
7566,1623,2,5,24,8,22,23,15,20,80,2
7567,1624,2,5,24,7,27,19,20,20,86,2
7568,1624,2,5,24,8,29,22,25,15,91,1
7569,1625,2,5,24,7,20,18,16,16,70,3
7570,1625,2,5,24,8,20,18,19,14,71,3
7571,1626,2,5,24,7,23,24,23,12,82,2
7572,1626,2,5,24,8,19,24,20,12,75,3
7573,1627,2,5,24,7,28,24,25,16,93,1
7574,1627,2,5,24,8,24,18,15,20,77,3
7575,1628,2,5,24,7,28,18,25,14,85,2
7576,1628,2,5,24,8,29,23,23,16,91,1
7577,1629,2,5,24,7,28,23,20,18,89,2
7578,1629,2,5,24,8,24,20,15,19,78,3
7579,1630,2,5,24,7,25,20,25,14,84,2
7580,1630,2,5,24,8,25,23,22,13,83,2
7581,1631,2,5,24,7,26,21,20,17,84,2
7582,1631,2,5,24,8,29,21,22,11,83,2
7583,1632,2,5,24,7,22,17,16,20,75,3
7584,1632,2,5,24,8,21,18,19,14,72,3
7585,1633,2,5,24,7,27,21,20,19,87,2
7586,1633,2,5,24,8,21,20,19,19,79,3
7587,1634,2,5,24,7,28,13,24,18,83,2
7588,1634,2,5,24,8,24,19,12,19,74,3
7589,1635,2,5,24,7,29,25,20,19,93,1
7590,1635,2,5,24,8,19,17,17,18,71,3
7591,1636,2,5,24,7,26,20,20,9,75,3
7592,1636,2,5,24,8,25,20,16,17,78,3
7593,1637,2,5,24,7,28,22,25,15,90,1
7594,1637,2,5,24,8,23,19,20,14,76,3
7595,1638,2,5,24,7,25,20,23,14,82,2
7596,1638,2,5,24,8,22,19,22,13,76,3
7597,1639,2,5,24,7,30,25,25,20,100,1
7598,1639,2,5,24,8,26,21,25,18,90,1
7599,1640,2,5,24,7,28,23,23,11,85,2
7600,1640,2,5,24,8,24,20,25,20,89,2
7601,1641,2,5,24,7,25,22,20,19,86,2
7602,1641,2,5,24,8,26,19,18,20,83,2
7603,1642,2,5,24,7,25,25,20,17,87,2
7604,1642,2,5,24,8,22,22,24,9,77,3
7605,1643,2,5,24,7,24,17,22,20,83,2
7606,1643,2,5,24,8,22,15,18,20,75,3
7607,1644,2,5,24,7,25,19,23,10,77,3
7608,1644,2,5,24,8,26,23,20,20,89,2
7609,1645,2,5,24,7,25,20,16,20,81,2
7610,1645,2,5,24,8,26,22,25,10,83,2
7611,1646,2,5,24,7,24,17,16,20,77,3
7612,1646,2,5,24,8,28,25,24,17,94,1
7613,1647,2,5,24,7,26,23,24,16,89,2
7614,1647,2,5,24,8,24,22,23,13,82,2
7615,1648,2,5,24,7,26,22,22,16,86,2
7616,1648,2,5,24,8,27,22,22,12,83,2
7617,1649,2,5,24,7,24,18,20,20,82,2
7618,1649,2,5,24,8,24,24,18,20,86,2
7619,1650,2,5,24,7,28,22,18,18,86,2
7620,1650,2,5,24,8,27,20,21,18,86,2
7621,1651,2,5,24,7,27,21,21,19,88,2
7622,1651,2,5,24,8,27,21,21,14,83,2
7623,1652,2,5,24,7,25,22,17,17,81,2
7624,1652,2,5,24,8,26,25,18,20,89,2
7625,1653,2,5,24,7,26,20,23,13,82,2
7626,1653,2,5,24,8,29,23,25,18,95,1
7627,1654,2,5,24,7,26,22,25,16,89,2
7628,1654,2,5,24,8,27,21,18,14,80,2
7629,1655,2,5,24,7,28,23,18,17,86,2
7630,1655,2,5,24,8,22,24,17,19,82,2
7631,1656,2,5,24,7,28,23,24,17,92,1
7632,1656,2,5,24,8,30,24,25,16,95,1
7633,1657,2,5,24,7,26,18,21,20,85,2
7634,1657,2,5,24,8,27,24,24,16,91,1
7635,1658,2,5,24,7,29,21,22,14,86,2
7636,1658,2,5,24,8,19,21,22,20,82,2
7637,1659,2,5,24,7,25,15,18,20,78,3
7638,1659,2,5,24,8,27,23,25,14,89,2
7639,1660,2,5,24,7,21,19,20,19,79,3
7640,1660,2,5,24,8,23,20,25,11,79,3
7641,1661,2,5,24,7,25,21,24,19,89,2
7642,1661,2,5,24,8,29,25,24,12,90,1
7643,1662,2,5,24,7,23,19,18,19,79,3
7644,1662,2,5,24,8,21,20,21,13,75,3
7645,1663,2,5,24,7,27,23,21,15,86,2
7646,1663,2,5,24,8,27,23,22,10,82,2
7647,1664,2,5,24,7,24,22,21,20,87,2
7648,1664,2,5,24,8,26,24,22,20,92,1
7649,1665,2,5,24,7,23,20,21,20,84,2
7650,1665,2,5,24,8,22,22,20,20,84,2
7651,1666,2,5,24,7,25,20,22,15,82,2
7652,1666,2,5,24,8,22,19,19,20,80,2
7653,1667,2,5,24,7,25,16,22,13,76,3
7654,1667,2,5,24,8,30,23,22,20,95,1
7655,1668,2,5,24,7,24,18,12,20,74,3
7656,1668,2,5,24,8,28,25,22,16,91,1
7657,1669,2,5,24,7,24,20,22,19,85,2
7658,1669,2,5,24,8,21,23,20,13,77,3
7659,1670,2,5,24,7,22,19,20,11,72,3
7660,1670,2,5,24,8,26,19,16,18,79,3
7661,1671,2,5,24,7,23,22,23,13,81,2
7662,1671,2,5,24,8,28,21,19,20,88,2
7663,1672,2,5,24,7,25,21,18,20,84,2
7664,1672,2,5,24,8,21,19,20,20,80,2
7665,1673,2,5,24,7,21,18,22,18,79,3
7666,1673,2,5,24,8,27,22,23,20,92,1
7667,1674,2,5,24,7,29,20,23,13,85,2
7668,1674,2,5,24,8,21,20,20,20,81,2
7669,1675,2,5,24,7,27,21,21,13,82,2
7670,1675,2,5,24,8,27,24,18,17,86,2
7671,1676,2,5,24,7,27,21,23,15,86,2
7672,1676,2,5,24,8,27,23,25,15,90,1
7673,1677,2,5,24,7,26,23,25,19,93,1
7674,1677,2,5,24,8,24,20,19,11,74,3
7675,1678,2,5,24,7,23,18,22,16,79,3
7676,1678,2,5,24,8,22,21,21,17,81,2
7677,1679,2,5,24,7,26,25,25,17,93,1
7678,1679,2,5,24,8,25,22,22,16,85,2
7679,1680,2,5,24,7,26,16,20,20,82,2
7680,1680,2,5,24,8,29,21,24,10,84,2
7681,1681,2,5,24,7,28,21,25,12,86,2
7682,1681,2,5,24,8,24,18,20,17,79,3
7683,1682,2,5,24,7,28,22,23,17,90,1
7684,1682,2,5,24,8,23,24,21,20,88,2
7685,1683,2,5,24,7,27,20,19,20,86,2
7686,1683,2,5,24,8,26,21,18,14,79,3
7687,1684,2,5,24,7,23,19,15,20,77,3
7688,1684,2,5,24,8,30,22,25,17,94,1
7689,1685,2,5,24,7,23,24,24,18,89,2
7690,1685,2,5,24,8,27,19,18,19,83,2
7691,1686,2,5,24,7,24,20,24,12,80,2
7692,1686,2,5,24,8,22,16,22,13,73,3
7693,1687,2,5,24,7,24,22,20,20,86,2
7694,1687,2,5,24,8,27,23,22,9,81,2
7695,1688,2,5,24,7,23,21,20,17,81,2
7696,1688,2,5,24,8,23,24,23,13,83,2
7697,1689,2,5,24,7,25,20,25,20,90,1
7698,1689,2,5,24,8,24,23,17,20,84,2
7699,1690,2,5,24,7,18,20,16,19,73,3
7700,1690,2,5,24,8,22,21,25,18,86,2
7701,1691,2,5,24,7,22,18,22,15,77,3
7702,1691,2,5,24,8,23,21,19,18,81,2
7703,1692,2,5,24,7,27,19,25,8,79,3
7704,1692,2,5,24,8,27,21,23,20,91,1
7705,1693,2,5,24,7,30,24,21,17,92,1
7706,1693,2,5,24,8,27,24,25,17,93,1
7707,1694,2,5,24,7,27,23,19,20,89,2
7708,1694,2,5,24,8,28,23,23,15,89,2
7709,1695,2,5,24,7,22,15,17,19,73,3
7710,1695,2,5,24,8,25,21,20,20,86,2
7711,1696,2,5,24,7,25,20,14,17,76,3
7712,1696,2,5,24,8,26,22,19,19,86,2
7713,1697,2,5,24,7,24,20,25,8,77,3
7714,1697,2,5,24,8,25,21,22,20,88,2
7715,1698,2,5,24,7,25,20,21,15,81,2
7716,1698,2,5,24,8,29,25,24,13,91,1
7717,1699,2,5,24,7,24,18,20,11,73,3
7718,1699,2,5,24,8,25,20,25,12,82,2
7719,1700,2,6,25,1,23,19,20,12,74,3
7720,1700,2,6,25,2,27,22,19,18,86,2
7721,1700,2,6,25,3,19,21,17,20,77,3
7722,1700,2,6,25,4,21,20,20,8,69,3
7723,1700,2,6,25,5,24,22,17,17,80,2
7724,1700,2,6,25,6,19,18,16,12,65,3
7725,1700,2,6,25,7,19,18,23,14,74,3
7726,1700,2,6,25,8,17,16,20,20,73,3
7727,1701,2,6,25,1,28,25,25,13,91,1
7728,1701,2,6,25,2,24,20,22,19,85,2
7729,1701,2,6,25,3,21,21,15,17,74,3
7730,1701,2,6,25,4,23,21,16,18,78,3
7731,1701,2,6,25,5,25,21,25,20,91,1
7732,1701,2,6,25,6,24,15,17,16,72,3
7733,1701,2,6,25,7,25,23,20,14,82,2
7734,1701,2,6,25,8,26,21,25,18,90,1
7735,1702,2,6,25,1,21,17,19,19,76,3
7736,1702,2,6,25,2,23,22,25,11,81,2
7737,1702,2,6,25,3,23,17,15,14,69,3
7738,1702,2,6,25,4,23,17,21,10,71,3
7739,1702,2,6,25,5,21,19,15,20,75,3
7740,1702,2,6,25,6,21,21,13,16,71,3
7741,1702,2,6,25,7,24,19,17,15,75,3
7742,1702,2,6,25,8,24,19,21,20,84,2
7743,1703,2,6,25,1,28,19,22,18,87,2
7744,1703,2,6,25,2,17,20,18,13,68,3
7745,1703,2,6,25,3,23,19,23,13,78,3
7746,1703,2,6,25,4,25,20,18,17,80,2
7747,1703,2,6,25,5,17,17,9,15,58,4
7748,1703,2,6,25,6,25,22,25,15,87,2
7749,1703,2,6,25,7,22,21,24,10,77,3
7750,1703,2,6,25,8,24,22,18,14,78,3
7751,1704,2,6,25,1,23,22,25,11,81,2
7752,1704,2,6,25,2,30,25,20,19,94,1
7753,1704,2,6,25,3,24,17,19,20,80,2
7754,1704,2,6,25,4,21,13,15,14,63,4
7755,1704,2,6,25,5,24,18,22,11,75,3
7756,1704,2,6,25,6,24,18,19,6,67,3
7757,1704,2,6,25,7,23,19,22,14,78,3
7758,1704,2,6,25,8,17,12,11,15,55,4
7759,1705,2,6,25,1,20,20,20,17,77,3
7760,1705,2,6,25,2,23,18,20,18,79,3
7761,1705,2,6,25,3,24,19,24,8,75,3
7762,1705,2,6,25,4,30,22,17,20,89,2
