HoSoKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyGanNhatKey,SoHocKyDaHoc,GPATichLuyHienTai,DiemRenLuyenGanNhat,TongTinChiDangKy,TongTinChiDat,TongTinChiNo,TongSoMonRot,SoMonHocLai,SoLanCanhBao,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,NhomNguyCo,TrangThaiTotNghiep
1665,3010,4,9,43,8,2,2.82,82,11,8,3,1,1,1,5,2,2,Trung bình,Đang học
1666,3011,4,9,43,8,2,2.73,80,11,8,3,1,1,1,4,2,2,Trung bình,Đang học
1667,3012,4,9,43,8,2,3.27,75,11,11,0,0,0,0,2,3,1,Thấp,Cảnh báo học vụ
1668,3013,4,9,43,8,2,3.14,72,11,11,0,0,0,0,2,3,1,Thấp,Đang học
1669,3014,4,9,43,8,2,2.86,85,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1670,3015,4,9,43,8,2,2.64,76,11,11,2,1,1,0,3,3,1,Thấp,Đang học
1671,3016,4,9,43,8,2,3.27,81,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1672,3017,4,9,43,8,2,3.41,67,11,11,0,0,0,0,1,3,1,Trung bình,Đang học
1673,2227,3,7,32,8,4,2.93,78,12,12,0,0,0,0,2,3,1,Thấp,Đang học
1674,2220,3,7,32,8,4,2.66,78,12,12,2,1,1,0,3,3,1,Thấp,Đang học
1675,2221,3,7,32,8,4,2.48,86,12,9,6,3,3,2,4,2,2,Cao,Đang học
1676,2222,3,7,32,8,4,2.89,77,12,9,3,1,1,1,4,3,2,Trung bình,Cảnh báo học vụ
1677,2223,3,7,32,8,4,2.57,87,12,9,4,2,2,2,3,2,2,Cao,Đang học
1678,1344,2,5,20,8,8,3.13,75,8,8,0,1,1,1,3,3,1,Thấp,Tốt nghiệp
1679,1345,2,5,20,8,8,3.15,88,8,8,0,2,2,1,2,2,1,Thấp,Tốt nghiệp
1680,1346,2,5,20,8,8,3.24,81,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
1681,3018,4,9,43,8,2,3.36,68,11,11,0,0,0,0,2,3,1,Trung bình,Đang học
1682,3019,4,9,43,8,2,3.5,73,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1683,3020,4,9,43,8,2,3.64,86,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1684,3021,4,9,43,8,2,3.14,77,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1685,3022,4,9,43,8,2,3.23,92,11,11,0,0,0,0,2,1,1,Thấp,Đang học
1686,3023,4,9,43,8,2,3.36,85,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1687,3024,4,9,43,8,2,3.41,86,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1688,3025,4,9,43,8,2,3.27,78,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1689,1347,2,5,20,8,8,2.94,74,8,8,0,2,2,2,1,3,1,Thấp,Tốt nghiệp
1690,2216,3,7,32,8,4,2.89,71,12,12,0,0,0,0,2,3,1,Thấp,Đang học
1691,2217,3,7,32,8,4,2.98,86,12,12,0,0,0,0,2,2,1,Thấp,Đang học
1692,2218,3,7,32,8,4,2.89,92,12,12,0,1,1,0,3,1,1,Thấp,Đang học
1693,2219,3,7,32,8,4,3.16,87,12,12,0,0,0,0,3,2,1,Thấp,Đang học
1694,1348,2,5,20,8,8,3.08,82,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
1695,1349,2,5,20,8,8,2.64,81,8,8,1,2,2,1,3,2,1,Thấp,Tốt nghiệp
1696,1350,2,5,20,8,8,3.08,74,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
1697,3026,4,9,43,8,2,3.23,75,11,11,0,0,0,0,2,3,1,Thấp,Đang học
1698,3027,4,9,43,8,2,3.59,84,11,11,0,0,0,0,1,2,1,Thấp,Đang học
1699,3028,4,9,43,8,2,3.5,80,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1700,3029,4,9,43,8,2,2.86,87,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1701,3030,4,9,43,8,2,3.0,78,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1702,3031,4,9,43,8,2,2.55,78,11,9,2,1,1,0,4,3,1,Thấp,Đang học
1703,3032,4,9,43,8,2,3.32,89,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1704,3033,4,9,43,8,2,3.32,84,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1705,1351,2,5,20,8,8,2.96,72,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
1706,2212,3,7,32,8,4,2.98,90,12,12,0,0,0,0,3,1,1,Thấp,Đang học
1707,2213,3,7,32,8,4,3.0,92,12,12,0,0,0,0,2,1,1,Thấp,Đang học
1708,2214,3,7,32,8,4,2.95,94,12,12,0,0,0,0,2,1,1,Thấp,Đang học
1709,2215,3,7,32,8,4,3.0,91,12,12,0,0,0,0,2,1,1,Thấp,Đang học
1710,1352,2,5,20,8,8,3.19,77,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
1711,1353,2,5,20,8,8,3.21,75,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
1712,1354,2,5,20,8,8,3.12,63,8,8,0,2,2,2,1,4,1,Trung bình,Chậm tiến độ
1713,3034,4,9,43,8,2,3.23,89,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1714,3035,4,9,43,8,2,2.82,80,11,8,3,1,1,1,4,2,2,Trung bình,Đang học
1715,3036,4,9,43,8,2,3.36,89,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1716,3037,4,9,43,8,2,3.5,87,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1717,3038,4,9,43,8,2,3.05,73,11,11,0,0,0,0,3,3,1,Thấp,Cảnh báo học vụ
1718,3039,4,9,43,8,2,3.41,87,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1719,3040,4,9,43,8,2,3.27,86,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1720,3041,4,9,43,8,2,3.18,79,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1721,1355,2,5,20,8,8,3.08,65,8,8,0,0,0,0,3,3,1,Trung bình,Tốt nghiệp
1722,2208,3,7,32,8,4,2.84,83,12,12,0,0,0,0,3,2,1,Thấp,Đang học
1723,2209,3,7,32,8,4,2.84,84,12,12,0,0,0,0,3,2,1,Thấp,Bảo lưu
1724,2210,3,7,32,8,4,2.86,70,12,12,0,0,0,0,3,3,1,Thấp,Đang học
1725,2211,3,7,32,8,4,2.55,83,12,9,3,1,1,1,4,2,2,Trung bình,Đang học
1726,1356,2,5,20,8,8,2.31,68,8,8,8,4,4,2,4,3,1,Cao,Chậm tiến độ
1727,1357,2,5,20,8,8,2.7,66,8,8,7,3,3,1,3,3,1,Cao,Chậm tiến độ
1728,1358,2,5,20,8,8,2.9,69,8,8,0,2,2,2,3,3,1,Trung bình,Tốt nghiệp
1729,3042,4,9,43,8,2,3.64,83,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1730,3043,4,9,43,8,2,2.73,89,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1731,3044,4,9,43,8,2,3.73,84,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1732,3045,4,9,43,8,2,3.0,85,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1733,3046,4,9,43,8,2,2.64,98,11,11,0,0,0,0,3,1,1,Thấp,Đang học
1734,3047,4,9,43,8,2,3.36,91,11,11,0,0,0,0,2,1,1,Thấp,Đang học
1735,3048,4,9,43,8,2,3.14,90,11,11,0,0,0,0,2,1,1,Thấp,Đang học
1736,3049,4,9,43,8,2,3.36,81,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1737,1359,2,5,20,8,8,3.26,79,8,8,0,1,1,0,1,3,1,Thấp,Tốt nghiệp
1738,2204,3,7,31,8,4,2.73,91,12,12,1,1,1,1,3,1,1,Thấp,Đang học
1739,2205,3,7,31,8,4,1.75,78,12,12,9,3,3,2,4,3,2,Cao,Cảnh báo học vụ
1740,2206,3,7,31,8,4,2.45,91,12,12,0,0,0,1,4,1,1,Trung bình,Đang học
1741,2207,3,7,32,8,4,2.89,94,12,12,0,0,0,0,3,1,1,Thấp,Đang học
1742,1360,2,5,20,8,8,3.0,70,8,8,2,2,2,2,2,3,1,Thấp,Tốt nghiệp
1743,1361,2,5,20,8,8,2.99,80,8,8,0,2,2,1,1,2,1,Thấp,Tốt nghiệp
1744,1362,2,5,20,8,8,3.27,76,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
1745,3050,4,9,43,8,2,2.41,79,11,11,3,1,1,1,3,3,1,Trung bình,Đang học
1746,3051,4,9,43,8,2,2.59,93,11,11,3,1,1,1,3,1,1,Trung bình,Đang học
1747,3052,4,9,43,8,2,3.59,91,11,11,0,0,0,0,1,1,1,Thấp,Cảnh báo học vụ
1748,3053,4,9,43,8,2,3.45,81,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1749,3054,4,9,43,8,2,2.95,79,11,11,0,0,0,0,4,3,1,Thấp,Đang học
1750,3055,4,9,43,8,2,3.36,93,11,11,0,0,0,0,2,1,1,Thấp,Đang học
1751,3056,4,9,43,8,2,3.45,84,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1752,3057,4,9,43,8,2,2.95,73,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1753,1363,2,5,20,8,8,2.92,76,8,8,5,2,2,1,2,3,1,Trung bình,Chậm tiến độ
1754,2200,3,7,31,8,4,2.48,87,12,12,0,0,0,0,4,2,1,Trung bình,Cảnh báo học vụ
1755,2201,3,7,31,8,4,2.75,87,12,9,3,2,2,1,4,2,2,Trung bình,Đang học
1756,2202,3,7,31,8,4,2.57,84,12,9,3,1,1,1,5,2,3,Trung bình,Đang học
1757,2203,3,7,31,8,4,2.43,87,12,9,3,1,1,1,4,2,2,Trung bình,Bảo lưu
1758,1364,2,5,20,8,8,3.01,73,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
1759,1365,2,5,20,8,8,2.83,80,8,8,0,1,1,1,3,2,1,Thấp,Tốt nghiệp
1760,1366,2,5,20,8,8,3.01,82,8,8,4,2,2,2,1,2,1,Trung bình,Chậm tiến độ
1761,3058,4,9,43,8,2,2.59,74,11,8,3,1,1,1,5,3,2,Trung bình,Đang học
1762,3059,4,9,43,8,2,2.64,78,11,11,3,1,1,1,3,3,1,Trung bình,Cảnh báo học vụ
1763,3060,4,9,43,8,2,3.05,83,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1764,3061,4,9,43,8,2,2.91,95,11,11,0,0,0,0,3,1,1,Thấp,Đang học
1765,3062,4,9,43,8,2,2.45,77,11,11,1,1,1,1,3,3,1,Trung bình,Đang học
1766,3063,4,9,43,8,2,3.41,79,11,11,0,0,0,0,2,3,1,Thấp,Đang học
1767,3064,4,9,43,8,2,3.23,82,11,11,0,0,0,0,3,2,1,Thấp,Cảnh báo học vụ
1768,3065,4,9,43,8,2,3.14,83,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1769,1367,2,5,20,8,8,3.06,81,8,8,3,2,2,1,3,2,1,Trung bình,Tốt nghiệp
1770,2196,3,7,31,8,4,2.41,80,12,12,0,1,1,0,4,2,1,Trung bình,Đang học
1771,2197,3,7,31,8,4,2.36,92,12,12,3,1,1,1,3,1,1,Trung bình,Đang học
1772,2198,3,7,31,8,4,2.61,81,12,9,3,1,1,1,4,2,2,Trung bình,Đang học
1773,2199,3,7,31,8,4,1.86,90,12,12,9,3,3,3,4,1,2,Cao,Cảnh báo học vụ
1774,1368,2,5,20,8,8,2.92,65,8,2,6,2,2,2,5,3,4,Trung bình,Chậm tiến độ
1775,1369,2,5,20,8,8,3.31,75,8,8,0,1,1,0,3,3,1,Thấp,Tốt nghiệp
1776,1370,2,5,20,8,8,2.64,73,8,8,2,3,3,2,3,3,1,Thấp,Tốt nghiệp
1777,3066,4,9,43,8,2,3.32,79,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1778,3067,4,9,43,8,2,3.68,82,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1779,3068,4,9,43,8,2,3.41,84,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1780,3069,4,9,43,8,2,3.27,79,11,11,0,0,0,0,2,3,1,Thấp,Đang học
1781,3070,4,9,43,8,2,3.23,88,11,11,0,0,0,0,2,2,1,Thấp,Đang học
1782,3071,4,9,43,8,2,3.09,77,11,11,0,0,0,0,3,3,1,Thấp,Bảo lưu
1783,3072,4,9,43,8,2,3.27,81,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1784,3073,4,9,43,8,2,2.59,80,11,9,2,1,1,0,4,2,1,Thấp,Đang học
1785,1371,2,5,20,8,8,3.3,74,8,8,0,1,1,1,2,3,1,Thấp,Tốt nghiệp
1786,2192,3,7,31,8,4,2.5,79,12,12,2,1,1,0,3,3,1,Thấp,Đang học
1787,2193,3,7,31,8,4,2.52,87,12,12,0,0,0,1,5,2,3,Thấp,Đang học
1788,2194,3,7,31,8,4,2.86,87,12,12,0,0,0,0,3,2,1,Thấp,Đang học
1789,2195,3,7,31,8,4,2.2,76,12,9,3,1,1,1,5,3,4,Trung bình,Đang học
1790,1372,2,5,20,8,8,3.18,86,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
1791,1373,2,5,20,8,8,2.65,67,8,6,9,4,4,1,4,3,1,Cao,Chậm tiến độ
1792,1374,2,5,20,8,8,3.24,80,8,8,0,1,1,0,3,2,1,Thấp,Tốt nghiệp
1793,478,1,2,7,8,4,1.98,77,11,11,8,4,4,3,3,3,2,Cao,Cảnh báo học vụ
1794,479,1,2,7,8,4,2.16,65,11,8,6,2,2,2,5,3,3,Cao,Cảnh báo học vụ
1795,480,1,2,7,8,4,2.72,77,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1796,3074,4,9,43,8,2,3.41,65,11,11,0,0,0,0,2,3,1,Trung bình,Đang học
1797,3075,4,9,43,8,2,3.27,86,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1798,3076,4,9,43,8,2,2.91,67,11,11,0,0,0,0,3,3,1,Trung bình,Đang học
1799,3077,4,9,43,8,2,3.23,79,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1800,3078,4,9,43,8,2,3.36,88,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1801,1375,2,5,20,8,8,2.98,78,8,8,0,1,1,1,3,3,1,Thấp,Tốt nghiệp
1802,2188,3,7,31,8,4,2.3,82,12,9,5,3,3,3,4,2,2,Cao,Đang học
1803,2189,3,7,31,8,4,2.39,86,12,9,3,1,1,1,5,2,3,Trung bình,Đang học
1804,2190,3,7,31,8,4,2.16,76,12,12,0,2,2,3,3,3,1,Trung bình,Đang học
1805,2191,3,7,31,8,4,2.34,78,12,9,6,2,2,2,5,3,3,Cao,Đang học
1806,1376,2,5,20,8,8,2.89,77,8,8,0,2,2,2,3,3,1,Thấp,Chậm tiến độ
1807,1377,2,5,20,8,8,3.1,73,8,8,0,2,2,2,1,3,1,Thấp,Tốt nghiệp
1808,1378,2,5,20,8,8,3.13,74,8,8,0,1,1,0,1,3,1,Thấp,Chậm tiến độ
1809,472,1,2,7,8,4,3.12,79,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1810,3079,5,10,44,8,8,2.99,85,8,8,0,4,4,3,2,2,1,Thấp,Tốt nghiệp
1811,3080,5,10,44,8,8,2.99,76,8,8,3,3,3,2,1,3,1,Trung bình,Tốt nghiệp
1812,473,1,2,7,8,4,2.19,83,11,11,4,3,3,1,4,2,1,Trung bình,Đang học
1813,474,1,2,7,8,4,2.49,71,11,8,3,1,1,1,4,3,2,Trung bình,Đang học
1814,475,1,2,7,8,4,2.4,83,11,9,2,1,1,0,4,2,1,Trung bình,Cảnh báo học vụ
1815,476,1,2,7,8,4,2.6,78,11,8,3,2,2,2,4,3,2,Trung bình,Đang học
1816,477,1,2,7,8,4,2.42,78,11,11,5,2,2,1,4,3,1,Trung bình,Đang học
1817,1379,2,5,20,8,8,2.86,80,8,8,0,1,1,1,1,2,1,Thấp,Tốt nghiệp
1818,2184,3,7,31,8,4,2.66,66,12,12,0,0,0,0,4,3,1,Trung bình,Đang học
1819,2185,3,7,31,8,4,2.8,83,12,12,0,0,0,0,3,2,1,Thấp,Cảnh báo học vụ
1820,2186,3,7,31,8,4,2.2,77,12,6,6,3,3,2,5,3,4,Trung bình,Đang học
1821,2187,3,7,31,8,4,2.27,86,12,9,3,2,2,1,5,2,3,Trung bình,Đang học
1822,1380,2,5,20,8,8,3.01,90,8,8,0,2,2,2,1,1,1,Thấp,Tốt nghiệp
1823,1381,2,5,20,8,8,3.12,64,8,8,1,2,2,1,3,4,1,Trung bình,Tốt nghiệp
1824,1382,2,5,20,8,8,2.93,89,8,8,0,3,3,2,1,2,1,Thấp,Tốt nghiệp
1825,466,1,2,7,8,4,3.05,73,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1826,467,1,2,7,8,4,1.91,67,11,8,7,4,4,2,5,3,3,Cao,Đang học
1827,468,1,2,7,8,4,2.67,79,11,11,0,1,1,0,3,3,1,Thấp,Đang học
1828,3081,5,10,44,8,8,3.28,70,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
1829,3082,5,10,44,8,8,3.22,69,8,8,0,0,0,0,3,3,1,Trung bình,Tốt nghiệp
1830,469,1,2,7,8,4,2.63,73,11,11,3,1,1,1,3,3,1,Trung bình,Đang học
1831,470,1,2,7,8,4,2.95,82,11,11,0,0,0,0,2,2,1,Thấp,Bảo lưu
1832,471,1,2,7,8,4,2.49,79,11,11,3,1,1,1,3,3,1,Trung bình,Đang học
1833,1383,2,5,20,8,8,2.68,82,8,8,0,2,2,2,3,2,1,Thấp,Tốt nghiệp
1834,2180,3,7,31,8,4,2.36,93,12,12,0,0,0,0,4,1,1,Trung bình,Đang học
1835,2181,3,7,31,8,4,1.73,76,12,9,10,5,5,4,5,3,3,Cao,Cảnh báo học vụ
1836,2182,3,7,31,8,4,2.27,87,12,12,0,1,1,0,4,2,1,Trung bình,Đang học
1837,2183,3,7,31,8,4,2.39,75,12,12,0,0,0,0,4,3,1,Trung bình,Đang học
1838,1384,2,5,20,8,8,3.08,79,8,8,0,2,2,1,1,3,1,Thấp,Tốt nghiệp
1839,1385,2,5,20,8,8,3.17,75,8,8,0,0,0,0,2,3,1,Thấp,Tốt nghiệp
1840,1386,2,5,20,8,8,2.81,79,8,8,0,2,2,0,3,3,1,Thấp,Tốt nghiệp
1841,460,1,2,7,8,4,2.49,86,11,11,0,1,1,2,3,2,1,Trung bình,Đang học
1842,3083,5,10,44,8,8,3.22,63,8,8,0,1,1,1,1,4,1,Trung bình,Tốt nghiệp
1843,3084,5,10,44,8,8,3.07,81,8,8,0,1,1,1,1,2,1,Thấp,Tốt nghiệp
1844,461,1,2,7,8,4,2.4,81,11,11,2,1,1,1,3,2,1,Trung bình,Đang học
1845,462,1,2,7,8,4,2.16,85,11,8,3,2,2,2,4,2,2,Trung bình,Đang học
1846,463,1,2,7,8,4,2.51,86,11,8,3,1,1,1,4,2,2,Trung bình,Đang học
1847,464,1,2,7,8,4,2.86,80,11,11,0,1,1,1,3,2,1,Thấp,Đang học
1848,465,1,2,7,8,4,2.6,86,11,11,0,1,1,0,4,2,1,Thấp,Đang học
1849,1387,2,5,20,8,8,3.12,81,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
1850,2176,3,7,31,8,4,2.27,80,12,9,9,3,3,2,4,2,2,Cao,Cảnh báo học vụ
1851,2177,3,7,31,8,4,2.75,89,12,12,0,0,0,0,3,2,1,Thấp,Đang học
1852,2178,3,7,31,8,4,2.41,74,12,12,0,1,1,1,3,3,1,Trung bình,Đang học
1853,2179,3,7,31,8,4,2.5,78,12,12,0,1,1,1,4,3,1,Thấp,Đang học
1854,1388,2,5,20,8,8,2.95,71,8,8,0,2,2,0,2,3,1,Thấp,Tốt nghiệp
1855,1389,2,5,20,8,8,3.1,68,8,8,0,0,0,0,3,3,1,Trung bình,Tốt nghiệp
1856,1390,2,5,20,8,8,3.2,75,8,8,0,1,1,1,2,3,1,Thấp,Tốt nghiệp
1857,454,1,2,7,8,4,2.6,73,11,11,2,1,1,0,3,3,1,Thấp,Đang học
1858,455,1,2,7,8,4,2.81,75,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1859,456,1,2,7,8,4,2.53,68,11,9,2,1,1,0,4,3,1,Trung bình,Đang học
1860,3085,5,10,44,8,8,2.99,80,8,8,0,2,2,2,3,2,1,Thấp,Tốt nghiệp
1861,3086,5,10,44,8,8,3.06,87,8,8,0,1,1,1,1,2,1,Thấp,Tốt nghiệp
1862,457,1,2,7,8,4,2.21,73,11,11,6,2,2,1,4,3,1,Trung bình,Đang học
1863,458,1,2,7,8,4,2.37,75,11,11,0,0,0,0,4,3,1,Trung bình,Đang học
1864,459,1,2,7,8,4,2.56,77,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1865,1391,2,5,20,8,8,2.96,84,8,8,4,3,3,3,1,2,1,Trung bình,Tốt nghiệp
1866,2172,3,7,31,8,4,2.34,74,12,9,3,2,2,1,5,3,3,Trung bình,Đang học
1867,2173,3,7,31,8,4,2.68,83,12,12,0,0,0,0,3,2,1,Thấp,Đang học
1868,2174,3,7,31,8,4,2.66,85,12,12,0,1,1,1,3,2,1,Thấp,Đang học
1869,2175,3,7,31,8,4,3.0,95,12,12,0,0,0,0,3,1,1,Thấp,Đang học
1870,1392,2,5,20,8,8,2.62,83,8,8,9,4,4,3,1,2,1,Cao,Chậm tiến độ
1871,1393,2,5,20,8,8,2.81,66,8,8,0,3,3,3,3,3,1,Trung bình,Tốt nghiệp
1872,1394,2,5,20,8,8,3.04,80,8,8,3,2,2,1,2,2,1,Trung bình,Tốt nghiệp
1873,448,1,2,7,8,4,2.44,81,11,9,2,2,2,1,4,2,1,Trung bình,Đang học
1874,3087,5,10,44,8,8,3.01,67,8,8,0,1,1,1,3,3,1,Trung bình,Tốt nghiệp
1875,3088,5,10,44,8,8,3.18,83,8,8,0,1,1,1,1,2,1,Thấp,Tốt nghiệp
1876,449,1,2,7,8,4,2.21,67,11,9,3,2,2,2,4,3,1,Trung bình,Đang học
1877,450,1,2,7,8,4,2.98,85,11,11,0,0,0,0,3,2,1,Thấp,Cảnh báo học vụ
1878,451,1,2,7,8,4,2.16,69,11,11,0,2,2,2,5,3,2,Trung bình,Đang học
1879,452,1,2,7,8,4,2.67,64,11,11,0,0,0,0,4,4,1,Trung bình,Đang học
1880,453,1,2,7,8,4,2.67,85,11,11,1,1,1,1,3,2,1,Thấp,Cảnh báo học vụ
1881,1395,2,5,20,8,8,3.37,89,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
1882,2168,3,7,31,8,4,2.3,77,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
1883,2169,3,7,31,8,4,2.48,89,12,12,2,1,1,1,4,2,1,Trung bình,Đang học
1884,2170,3,7,31,8,4,2.48,83,12,9,5,2,2,2,4,2,2,Cao,Đang học
1885,2171,3,7,31,8,4,2.95,95,12,12,0,0,0,0,2,1,1,Thấp,Đang học
1886,1396,2,5,20,8,8,3.19,75,8,8,2,1,1,0,1,3,1,Thấp,Tốt nghiệp
1887,1397,2,5,20,8,8,2.88,80,8,8,0,1,1,0,2,2,1,Thấp,Tốt nghiệp
1888,1398,2,5,20,8,8,3.02,81,8,8,0,2,2,1,2,2,1,Thấp,Tốt nghiệp
1889,442,1,2,7,8,4,2.23,65,11,11,2,2,2,2,4,3,1,Trung bình,Đang học
1890,443,1,2,7,8,4,2.86,77,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1891,444,1,2,7,8,4,2.6,82,11,11,0,0,0,0,3,2,1,Thấp,Đang học
1892,3089,5,10,44,8,8,2.98,81,8,8,0,2,2,2,2,2,1,Thấp,Tốt nghiệp
1893,3090,5,10,44,8,8,2.71,80,8,8,0,3,3,3,1,2,1,Thấp,Tốt nghiệp
1894,445,1,2,7,8,4,2.65,80,11,11,0,0,0,0,3,2,1,Thấp,Bảo lưu
1895,446,1,2,7,8,4,2.63,84,11,11,1,1,1,1,3,2,1,Thấp,Đang học
1896,447,1,2,7,8,4,2.44,81,11,11,3,1,1,1,4,2,1,Trung bình,Đang học
1897,1399,2,5,20,8,8,3.0,85,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
1898,2164,3,7,31,8,4,2.7,91,12,12,0,1,1,1,3,1,1,Thấp,Đang học
1899,2165,3,7,31,8,4,2.93,75,12,12,0,1,1,0,3,3,1,Thấp,Đang học
1900,2166,3,7,31,8,4,2.34,77,12,9,3,2,2,2,4,3,2,Trung bình,Đang học
1901,2167,3,7,31,8,4,2.09,71,12,6,7,3,3,2,5,3,4,Cao,Đang học
1902,1400,2,5,20,8,8,3.01,71,8,8,1,1,1,1,3,3,1,Thấp,Tốt nghiệp
1903,1401,2,5,20,8,8,3.13,75,8,8,0,1,1,0,1,3,1,Thấp,Tốt nghiệp
1904,1402,2,5,20,8,8,3.12,80,8,8,0,0,0,0,3,2,1,Thấp,Tốt nghiệp
1905,436,1,2,7,8,4,2.42,68,11,11,0,1,1,1,4,3,1,Trung bình,Đang học
1906,3091,5,10,44,8,8,3.18,72,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
1907,3092,5,10,44,8,8,3.13,69,8,8,0,1,1,1,1,3,1,Trung bình,Tốt nghiệp
1908,437,1,2,7,8,4,2.26,69,11,11,0,0,0,2,5,3,2,Trung bình,Cảnh báo học vụ
1909,438,1,2,7,8,4,2.51,72,11,11,0,0,0,0,4,3,1,Thấp,Đang học
1910,439,1,2,7,8,4,1.98,77,11,11,9,4,4,4,3,3,2,Cao,Cảnh báo học vụ
1911,440,1,2,7,8,4,2.67,79,11,11,0,1,1,1,3,3,1,Thấp,Đang học
1912,441,1,2,7,8,4,2.33,71,11,11,0,1,1,1,4,3,1,Trung bình,Đang học
1913,1403,2,5,20,8,8,3.21,78,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
1914,2160,3,7,31,8,4,2.16,85,12,12,3,1,1,1,4,2,1,Trung bình,Đang học
1915,2161,3,7,31,8,4,2.64,93,12,12,0,0,0,0,3,1,1,Thấp,Đang học
1916,2162,3,7,31,8,4,2.61,89,12,12,3,1,1,1,3,2,1,Trung bình,Đang học
1917,2163,3,7,31,8,4,2.52,78,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
1918,1404,2,5,20,8,8,3.12,74,8,8,0,1,1,1,3,3,1,Thấp,Tốt nghiệp
1919,1405,2,5,20,8,8,3.11,75,8,8,0,1,1,1,2,3,1,Thấp,Tốt nghiệp
1920,1406,2,5,20,8,8,2.21,70,8,8,12,7,7,3,3,3,1,Cao,Chậm tiến độ
1921,430,1,2,7,8,4,2.67,77,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1922,431,1,2,7,8,4,2.7,72,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1923,432,1,2,7,8,4,1.98,65,11,11,7,3,3,3,4,3,2,Cao,Đang học
1924,3093,5,10,44,8,8,3.17,91,8,8,2,2,2,1,1,1,1,Thấp,Tốt nghiệp
1925,3094,5,10,44,8,8,3.07,70,8,8,0,1,1,1,3,3,1,Thấp,Tốt nghiệp
1926,433,1,2,7,8,4,2.47,67,11,11,2,1,1,1,4,3,1,Trung bình,Đang học
1927,434,1,2,7,8,4,2.86,78,11,11,0,0,0,0,3,3,1,Thấp,Đang học
1928,435,1,2,7,8,4,2.84,76,11,11,0,0,0,0,3,3,1,Thấp,Đang học
