TongKetHocKyKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyKey,TongSoTinChiDangKy,TongSoTinChiDat,TongSoTinChiKhongDat,DiemTrungBinhHocKy,DiemTrungBinhTichLuy,DiemRenLuyen,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,TrangThaiCanhBao,MucNguyCo,SoTinChiNoLuyKe,SoHocKyCanhBaoLienTiep
7874,1719,2,6,25,4,11,8,3,1.45,2.6,75,5,3,4,Cảnh báo nghiêm trọng,Trung bình,3,1
7875,1719,2,6,25,5,11,11,0,3.36,2.75,77,2,3,1,Không cảnh báo,Trung bình,3,0
7876,1719,2,6,25,6,11,9,2,2.45,2.7,77,4,3,1,Không cảnh báo,Trung bình,5,0
7877,1719,2,6,25,7,12,12,0,3.5,2.82,82,2,2,1,Không cảnh báo,Trung bình,3,0
7878,1719,2,6,25,8,8,8,0,3.0,2.84,92,3,1,1,Không cảnh báo,Thấp,1,0
7879,1720,2,6,25,1,11,11,0,3.27,3.27,88,2,2,1,Không cảnh báo,Thấp,0,0
7880,1720,2,6,25,2,12,9,3,2.25,2.74,66,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
7881,1720,2,6,25,3,11,6,5,1.09,2.21,78,5,3,4,Cảnh báo nghiêm trọng,Cao,6,2
7882,1720,2,6,25,4,11,8,3,1.64,2.07,61,5,4,3,Cảnh báo trung bình,Cao,9,3
7883,1720,2,6,25,5,11,11,0,2.55,2.16,65,3,3,1,Không cảnh báo,Cao,9,0
7884,1720,2,6,25,6,11,11,0,1.91,2.12,74,5,3,2,Cảnh báo nhẹ,Trung bình,6,1
7885,1720,2,6,25,7,12,10,2,2.83,2.23,69,3,3,1,Không cảnh báo,Trung bình,5,0
7886,1720,2,6,25,8,8,8,0,3.0,2.3,72,3,3,1,Không cảnh báo,Trung bình,1,0
7887,1721,2,6,25,1,11,11,0,2.73,2.73,75,3,3,1,Không cảnh báo,Thấp,0,0
7888,1721,2,6,25,2,12,9,3,2.0,2.35,60,4,4,2,Cảnh báo nhẹ,Trung bình,3,1
7889,1721,2,6,25,3,11,8,3,1.91,2.21,74,5,3,2,Cảnh báo nhẹ,Cao,6,2
7890,1721,2,6,25,4,11,8,3,2.09,2.18,69,4,3,2,Cảnh báo nhẹ,Cao,9,3
7891,1721,2,6,25,5,11,11,0,2.73,2.29,78,3,3,1,Không cảnh báo,Trung bình,5,0
7892,1721,2,6,25,6,11,9,2,1.91,2.22,63,5,4,2,Cảnh báo nhẹ,Cao,7,1
7893,1721,2,6,25,7,12,9,3,2.0,2.19,50,4,4,2,Cảnh báo nhẹ,Cao,10,2
7894,1721,2,6,25,8,8,2,6,0.75,2.06,67,5,3,4,Cảnh báo nghiêm trọng,Cao,10,3
7895,1722,2,6,25,1,11,8,3,1.91,1.91,82,5,2,2,Cảnh báo nhẹ,Cao,3,1
7896,1722,2,6,25,2,12,9,3,2.25,2.09,77,4,3,2,Cảnh báo nhẹ,Cao,6,2
7897,1722,2,6,25,3,11,8,3,1.91,2.03,65,5,3,2,Cảnh báo nhẹ,Cao,6,3
7898,1722,2,6,25,4,11,11,0,2.55,2.16,75,3,3,1,Không cảnh báo,Trung bình,6,0
7899,1722,2,6,25,5,11,11,0,2.45,2.21,72,4,3,1,Không cảnh báo,Trung bình,6,0
7900,1722,2,6,25,6,11,11,0,3.0,2.34,75,3,3,1,Không cảnh báo,Trung bình,0,0
7901,1722,2,6,25,7,12,12,0,2.75,2.41,62,3,4,1,Không cảnh báo,Trung bình,0,0
7902,1722,2,6,25,8,8,8,0,3.5,2.51,65,2,3,1,Không cảnh báo,Trung bình,0,0
7903,1723,2,6,25,1,11,11,0,2.91,2.91,73,3,3,1,Không cảnh báo,Thấp,0,0
7904,1723,2,6,25,2,12,12,0,3.25,3.09,88,2,2,1,Không cảnh báo,Thấp,0,0
7905,1723,2,6,25,3,11,8,3,1.73,2.65,70,5,3,3,Cảnh báo trung bình,Trung bình,3,1
7906,1723,2,6,25,4,11,11,0,3.0,2.73,65,3,3,1,Không cảnh báo,Trung bình,0,0
7907,1723,2,6,25,5,11,11,0,3.27,2.84,75,2,3,1,Không cảnh báo,Thấp,0,0
7908,1723,2,6,25,6,11,8,3,1.45,2.61,63,5,4,4,Cảnh báo nghiêm trọng,Trung bình,3,1
7909,1723,2,6,25,7,12,12,0,3.25,2.71,78,2,3,1,Không cảnh báo,Thấp,1,0
7910,1723,2,6,25,8,8,8,0,4.0,2.83,81,1,2,1,Không cảnh báo,Thấp,0,0
7911,1724,2,6,25,1,11,11,0,3.27,3.27,76,2,3,1,Không cảnh báo,Thấp,0,0
7912,1724,2,6,25,2,12,12,0,3.25,3.26,84,2,2,1,Không cảnh báo,Thấp,0,0
7913,1724,2,6,25,3,11,11,0,2.0,2.85,72,4,3,1,Không cảnh báo,Thấp,0,0
7914,1724,2,6,25,4,11,8,3,1.73,2.58,59,5,4,3,Cảnh báo trung bình,Trung bình,3,1
7915,1724,2,6,25,5,11,11,0,3.27,2.71,83,2,2,1,Không cảnh báo,Trung bình,3,0
7916,1724,2,6,25,6,11,11,0,3.27,2.81,84,2,2,1,Không cảnh báo,Thấp,0,0
7917,1724,2,6,25,7,12,12,0,3.0,2.84,73,3,3,1,Không cảnh báo,Thấp,0,0
7918,1724,2,6,25,8,8,8,0,3.0,2.85,70,3,3,1,Không cảnh báo,Thấp,0,0
7919,1725,2,6,25,1,11,11,0,3.27,3.27,84,2,2,1,Không cảnh báo,Thấp,0,0
7920,1725,2,6,25,2,12,12,0,3.0,3.13,88,3,2,1,Không cảnh báo,Thấp,0,0
7921,1725,2,6,25,3,11,11,0,2.0,2.76,60,4,4,1,Không cảnh báo,Trung bình,0,0
7922,1725,2,6,25,4,11,8,3,1.73,2.51,73,5,3,3,Cảnh báo trung bình,Trung bình,3,1
7923,1725,2,6,25,5,11,8,3,2.36,2.48,70,4,3,2,Cảnh báo nhẹ,Cao,3,2
7924,1725,2,6,25,6,11,11,0,3.0,2.57,76,3,3,1,Không cảnh báo,Thấp,0,0
7925,1725,2,6,25,7,12,12,0,3.5,2.71,85,2,2,1,Không cảnh báo,Thấp,0,0
7926,1725,2,6,25,8,8,8,0,3.25,2.76,71,2,3,1,Không cảnh báo,Thấp,0,0
7927,1726,2,6,25,1,11,11,0,2.45,2.45,77,4,3,1,Không cảnh báo,Trung bình,0,0
7928,1726,2,6,25,2,12,12,0,3.25,2.87,88,2,2,1,Không cảnh báo,Thấp,0,0
7929,1726,2,6,25,3,11,8,3,1.91,2.56,75,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
7930,1726,2,6,25,4,11,11,0,2.45,2.53,67,4,3,1,Không cảnh báo,Trung bình,3,0
7931,1726,2,6,25,5,11,8,3,2.27,2.48,73,4,3,2,Cảnh báo nhẹ,Trung bình,4,1
7932,1726,2,6,25,6,11,11,0,2.82,2.54,76,3,3,1,Không cảnh báo,Trung bình,4,0
7933,1726,2,6,25,7,12,12,0,3.17,2.63,78,3,3,1,Không cảnh báo,Thấp,1,0
7934,1726,2,6,25,8,8,8,0,3.0,2.67,68,3,3,1,Không cảnh báo,Trung bình,0,0
7935,1727,2,6,25,1,11,11,0,3.0,3.0,76,3,3,1,Không cảnh báo,Thấp,0,0
7936,1727,2,6,25,2,12,12,0,3.25,3.13,72,2,3,1,Không cảnh báo,Thấp,0,0
7937,1727,2,6,25,3,11,11,0,2.91,3.06,73,3,3,1,Không cảnh báo,Thấp,0,0
7938,1727,2,6,25,4,11,11,0,2.45,2.91,85,4,2,1,Không cảnh báo,Thấp,0,0
7939,1727,2,6,25,5,11,11,0,3.0,2.93,88,3,2,1,Không cảnh báo,Thấp,0,0
7940,1727,2,6,25,6,11,11,0,3.45,3.01,80,2,2,1,Không cảnh báo,Thấp,0,0
7941,1727,2,6,25,7,12,12,0,3.5,3.09,64,2,4,1,Không cảnh báo,Trung bình,0,0
7942,1727,2,6,25,8,8,8,0,2.25,3.01,63,4,4,1,Không cảnh báo,Trung bình,0,0
7943,1728,2,6,25,1,11,11,0,3.0,3.0,75,3,3,1,Không cảnh báo,Thấp,0,0
7944,1728,2,6,25,2,12,12,0,3.25,3.13,82,2,2,1,Không cảnh báo,Thấp,0,0
7945,1728,2,6,25,3,11,8,3,1.91,2.74,82,5,2,2,Cảnh báo nhẹ,Trung bình,3,1
7946,1728,2,6,25,4,11,11,0,2.45,2.67,74,4,3,1,Không cảnh báo,Thấp,1,0
7947,1728,2,6,25,5,11,11,0,3.0,2.73,76,3,3,1,Không cảnh báo,Thấp,1,0
7948,1728,2,6,25,6,11,11,0,3.0,2.78,90,3,1,1,Không cảnh báo,Thấp,1,0
7949,1728,2,6,25,7,12,12,0,3.33,2.86,62,2,4,1,Không cảnh báo,Trung bình,0,0
7950,1728,2,6,25,8,8,8,0,2.75,2.85,75,3,3,1,Không cảnh báo,Thấp,0,0
7951,1729,2,6,25,1,11,11,0,2.73,2.73,73,3,3,1,Không cảnh báo,Thấp,0,0
7952,1729,2,6,25,2,12,12,0,2.0,2.35,73,4,3,1,Không cảnh báo,Trung bình,0,0
7953,1729,2,6,25,3,11,8,3,2.18,2.29,87,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
7954,1729,2,6,25,4,11,11,0,3.0,2.47,79,3,3,1,Không cảnh báo,Trung bình,1,0
7955,1729,2,6,25,5,11,11,0,2.73,2.52,64,3,4,1,Không cảnh báo,Trung bình,0,0
7956,1729,2,6,25,6,11,11,0,2.45,2.51,62,4,4,1,Không cảnh báo,Trung bình,0,0
7957,1729,2,6,25,7,12,12,0,2.58,2.52,66,3,3,1,Không cảnh báo,Trung bình,0,0
7958,1729,2,6,25,8,8,8,0,3.5,2.61,79,2,3,1,Không cảnh báo,Thấp,0,0
7959,1730,2,6,25,1,11,11,0,2.82,2.82,85,3,2,1,Không cảnh báo,Thấp,0,0
7960,1730,2,6,25,2,12,12,0,2.5,2.65,82,3,2,1,Không cảnh báo,Thấp,0,0
7961,1730,2,6,25,3,11,11,0,2.64,2.65,80,3,2,1,Không cảnh báo,Thấp,0,0
7962,1730,2,6,25,4,11,11,0,2.64,2.64,87,3,2,1,Không cảnh báo,Thấp,0,0
7963,1730,2,6,25,5,11,11,0,2.64,2.64,77,3,3,1,Không cảnh báo,Thấp,0,0
7964,1730,2,6,25,6,11,8,3,1.91,2.52,67,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
7965,1730,2,6,25,7,12,12,0,3.17,2.62,68,3,3,1,Không cảnh báo,Trung bình,0,0
7966,1730,2,6,25,8,8,8,0,3.75,2.72,73,1,3,1,Không cảnh báo,Thấp,0,0
7967,1731,2,6,25,1,11,11,0,3.55,3.55,89,2,2,1,Không cảnh báo,Thấp,0,0
7968,1731,2,6,25,2,12,12,0,3.0,3.26,72,3,3,1,Không cảnh báo,Thấp,0,0
7969,1731,2,6,25,3,11,11,0,2.91,3.15,79,3,3,1,Không cảnh báo,Thấp,0,0
7970,1731,2,6,25,4,11,9,2,2.18,2.91,77,4,3,1,Không cảnh báo,Thấp,2,0
7971,1731,2,6,25,5,11,11,0,3.0,2.93,70,3,3,1,Không cảnh báo,Thấp,2,0
7972,1731,2,6,25,6,11,11,0,3.09,2.96,90,3,1,1,Không cảnh báo,Thấp,0,0
7973,1731,2,6,25,7,12,12,0,3.0,2.96,67,3,3,1,Không cảnh báo,Trung bình,0,0
7974,1731,2,6,25,8,8,8,0,3.0,2.97,71,3,3,1,Không cảnh báo,Thấp,0,0
7975,1732,2,6,25,1,11,11,0,2.45,2.45,82,4,2,1,Không cảnh báo,Trung bình,0,0
7976,1732,2,6,25,2,12,12,0,3.0,2.74,85,3,2,1,Không cảnh báo,Thấp,0,0
7977,1732,2,6,25,3,11,11,0,2.82,2.76,79,3,3,1,Không cảnh báo,Thấp,0,0
7978,1732,2,6,25,4,11,11,0,2.36,2.67,72,4,3,1,Không cảnh báo,Thấp,0,0
7979,1732,2,6,25,5,11,11,0,3.0,2.73,81,3,2,1,Không cảnh báo,Thấp,0,0
7980,1732,2,6,25,6,11,11,0,2.82,2.75,78,3,3,1,Không cảnh báo,Thấp,0,0
7981,1732,2,6,25,7,12,10,2,3.0,2.78,72,3,3,1,Không cảnh báo,Thấp,2,0
7982,1732,2,6,25,8,8,8,0,2.25,2.74,80,4,2,1,Không cảnh báo,Thấp,0,0
7983,1733,2,6,25,1,11,11,0,3.18,3.18,85,3,2,1,Không cảnh báo,Thấp,0,0
7984,1733,2,6,25,2,12,12,0,2.25,2.7,77,4,3,1,Không cảnh báo,Thấp,0,0
7985,1733,2,6,25,3,11,11,0,2.55,2.65,74,3,3,1,Không cảnh báo,Thấp,0,0
7986,1733,2,6,25,4,11,11,0,2.27,2.56,65,4,3,1,Không cảnh báo,Trung bình,0,0
7987,1733,2,6,25,5,11,11,0,3.0,2.64,76,3,3,1,Không cảnh báo,Thấp,0,0
7988,1733,2,6,25,6,11,5,6,1.36,2.43,54,5,4,4,Cảnh báo nghiêm trọng,Trung bình,6,1
7989,1733,2,6,25,7,12,12,0,3.5,2.59,76,2,3,1,Không cảnh báo,Trung bình,6,0
7990,1733,2,6,25,8,8,8,0,3.0,2.63,80,3,2,1,Không cảnh báo,Trung bình,6,0
7991,1734,2,6,25,1,11,11,0,3.18,3.18,79,3,3,1,Không cảnh báo,Thấp,0,0
7992,1734,2,6,25,2,12,12,0,3.0,3.09,82,3,2,1,Không cảnh báo,Thấp,0,0
7993,1734,2,6,25,3,11,11,0,2.91,3.03,73,3,3,1,Không cảnh báo,Thấp,0,0
7994,1734,2,6,25,4,11,11,0,3.0,3.02,93,3,1,1,Không cảnh báo,Thấp,0,0
7995,1734,2,6,25,5,11,11,0,2.73,2.96,81,3,2,1,Không cảnh báo,Thấp,0,0
7996,1734,2,6,25,6,11,9,2,2.18,2.84,84,4,2,1,Không cảnh báo,Thấp,2,0
7997,1734,2,6,25,7,12,12,0,2.92,2.85,59,3,4,1,Không cảnh báo,Trung bình,0,0
7998,1734,2,6,25,8,8,8,0,2.5,2.82,72,3,3,1,Không cảnh báo,Thấp,0,0
7999,1735,2,6,25,1,11,11,0,2.73,2.73,70,3,3,1,Không cảnh báo,Thấp,0,0
8000,1735,2,6,25,2,12,12,0,2.25,2.48,78,4,3,1,Không cảnh báo,Trung bình,0,0
8001,1735,2,6,25,3,11,5,6,1.64,2.21,75,5,3,3,Cảnh báo trung bình,Trung bình,6,1
8002,1735,2,6,25,4,11,5,6,1.18,1.96,63,5,4,4,Cảnh báo nghiêm trọng,Cao,8,2
8003,1735,2,6,25,5,11,11,0,2.64,2.09,68,3,3,1,Không cảnh báo,Cao,8,0
8004,1735,2,6,25,6,11,9,2,2.45,2.15,84,4,2,1,Không cảnh báo,Cao,10,0
8005,1735,2,6,25,7,12,12,0,2.75,2.24,88,3,2,1,Không cảnh báo,Trung bình,6,0
8006,1735,2,6,25,8,8,8,0,3.0,2.31,76,3,3,1,Không cảnh báo,Trung bình,6,0
8007,1736,2,6,25,1,11,11,0,3.0,3.0,86,3,2,1,Không cảnh báo,Thấp,0,0
8008,1736,2,6,25,2,12,12,0,3.0,3.0,70,3,3,1,Không cảnh báo,Thấp,0,0
8009,1736,2,6,25,3,11,11,0,2.45,2.82,68,4,3,1,Không cảnh báo,Trung bình,0,0
8010,1736,2,6,25,4,11,8,3,2.18,2.67,82,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
8011,1736,2,6,25,5,11,8,3,2.0,2.54,65,4,3,2,Cảnh báo nhẹ,Cao,4,2
8012,1736,2,6,25,6,11,11,0,2.73,2.57,65,3,3,1,Không cảnh báo,Trung bình,4,0
8013,1736,2,6,25,7,12,12,0,3.25,2.67,73,2,3,1,Không cảnh báo,Trung bình,4,0
8014,1736,2,6,25,8,8,8,0,3.25,2.72,78,2,3,1,Không cảnh báo,Trung bình,4,0
8015,1737,2,6,25,1,11,11,0,3.0,3.0,78,3,3,1,Không cảnh báo,Thấp,0,0
8016,1737,2,6,25,2,12,12,0,3.25,3.13,74,2,3,1,Không cảnh báo,Thấp,0,0
8017,1737,2,6,25,3,11,8,3,1.82,2.71,67,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
8018,1737,2,6,25,4,11,11,0,2.45,2.64,76,4,3,1,Không cảnh báo,Thấp,0,0
8019,1737,2,6,25,5,11,11,0,2.64,2.64,73,3,3,1,Không cảnh báo,Thấp,0,0
8020,1737,2,6,25,6,11,11,0,3.27,2.75,79,2,3,1,Không cảnh báo,Thấp,0,0
8021,1737,2,6,25,7,12,12,0,3.0,2.78,74,3,3,1,Không cảnh báo,Thấp,0,0
8022,1737,2,6,25,8,8,8,0,3.25,2.83,76,2,3,1,Không cảnh báo,Thấp,0,0
8023,1738,2,6,25,1,11,11,0,2.91,2.91,61,3,4,1,Không cảnh báo,Trung bình,0,0
8024,1738,2,6,25,2,12,12,0,2.75,2.83,71,3,3,1,Không cảnh báo,Thấp,0,0
8025,1738,2,6,25,3,11,11,0,2.91,2.85,78,3,3,1,Không cảnh báo,Thấp,0,0
8026,1738,2,6,25,4,11,8,3,1.91,2.62,65,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
8027,1738,2,6,25,5,11,9,2,2.18,2.54,71,4,3,1,Không cảnh báo,Trung bình,3,0
8028,1738,2,6,25,6,11,11,0,2.55,2.54,79,3,3,1,Không cảnh báo,Thấp,1,0
8029,1738,2,6,25,7,12,12,0,2.67,2.56,61,3,4,1,Không cảnh báo,Trung bình,0,0
8030,1738,2,6,25,8,8,8,0,3.75,2.67,78,1,3,1,Không cảnh báo,Thấp,0,0
8031,1739,2,6,25,1,11,8,3,2.45,2.45,73,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8032,1739,2,6,25,2,12,12,0,3.0,2.74,87,3,2,1,Không cảnh báo,Thấp,0,0
8033,1739,2,6,25,3,11,8,3,2.18,2.56,78,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8034,1739,2,6,25,4,11,11,0,3.36,2.76,89,2,2,1,Không cảnh báo,Trung bình,3,0
8035,1739,2,6,25,5,11,11,0,3.27,2.86,74,2,3,1,Không cảnh báo,Thấp,1,0
8036,1739,2,6,25,6,11,8,3,2.45,2.79,68,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8037,1739,2,6,25,7,12,12,0,3.75,2.94,84,1,2,1,Không cảnh báo,Thấp,1,0
8038,1739,2,6,25,8,8,8,0,3.25,2.97,81,2,2,1,Không cảnh báo,Thấp,0,0
8039,1740,2,6,25,1,11,8,3,2.45,2.45,72,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8040,1740,2,6,25,2,12,12,0,3.5,3.0,80,2,2,1,Không cảnh báo,Thấp,0,0
8041,1740,2,6,25,3,11,11,0,3.0,3.0,75,3,3,1,Không cảnh báo,Thấp,0,0
8042,1740,2,6,25,4,11,8,3,1.45,2.62,81,5,2,4,Cảnh báo nghiêm trọng,Trung bình,3,1
8043,1740,2,6,25,5,11,11,0,2.82,2.66,71,3,3,1,Không cảnh báo,Thấp,1,0
8044,1740,2,6,25,6,11,11,0,3.0,2.72,52,3,4,1,Không cảnh báo,Trung bình,0,0
8045,1740,2,6,25,7,12,12,0,3.33,2.81,76,2,3,1,Không cảnh báo,Thấp,0,0
8046,1740,2,6,25,8,8,8,0,3.25,2.85,78,2,3,1,Không cảnh báo,Thấp,0,0
8047,1741,2,6,25,1,11,11,0,2.91,2.91,78,3,3,1,Không cảnh báo,Thấp,0,0
8048,1741,2,6,25,2,12,12,0,2.25,2.57,79,4,3,1,Không cảnh báo,Thấp,0,0
8049,1741,2,6,25,3,11,11,0,2.27,2.47,58,4,4,1,Không cảnh báo,Trung bình,0,0
8050,1741,2,6,25,4,11,11,0,2.27,2.42,59,4,4,1,Không cảnh báo,Trung bình,0,0
8051,1741,2,6,25,5,11,11,0,2.73,2.48,71,3,3,1,Không cảnh báo,Trung bình,0,0
8052,1741,2,6,25,6,11,8,3,1.91,2.39,73,5,3,2,Cảnh báo nhẹ,Trung bình,3,1
8053,1741,2,6,25,7,12,12,0,2.75,2.44,67,3,3,1,Không cảnh báo,Trung bình,3,0
8054,1741,2,6,25,8,8,8,0,3.0,2.49,89,3,2,1,Không cảnh báo,Trung bình,1,0
8055,1742,2,6,25,1,11,11,0,2.91,2.91,73,3,3,1,Không cảnh báo,Thấp,0,0
8056,1742,2,6,25,2,12,9,3,2.75,2.83,72,3,3,2,Cảnh báo nhẹ,Trung bình,3,1
8057,1742,2,6,25,3,11,11,0,2.18,2.62,74,4,3,1,Không cảnh báo,Thấp,1,0
8058,1742,2,6,25,4,11,8,3,1.91,2.44,74,5,3,2,Cảnh báo nhẹ,Trung bình,4,1
8059,1742,2,6,25,5,11,11,0,3.55,2.66,71,2,3,1,Không cảnh báo,Trung bình,4,0
8060,1742,2,6,25,6,11,11,0,2.73,2.67,82,3,2,1,Không cảnh báo,Trung bình,4,0
8061,1742,2,6,25,7,12,12,0,3.33,2.77,72,2,3,1,Không cảnh báo,Thấp,1,0
8062,1742,2,6,25,8,8,8,0,3.0,2.79,80,3,2,1,Không cảnh báo,Thấp,1,0
8063,1743,2,6,25,1,11,11,0,3.27,3.27,84,2,2,1,Không cảnh báo,Thấp,0,0
8064,1743,2,6,25,2,12,12,0,3.5,3.39,66,2,3,1,Không cảnh báo,Trung bình,0,0
8065,1743,2,6,25,3,11,11,0,2.36,3.06,81,4,2,1,Không cảnh báo,Thấp,0,0
8066,1743,2,6,25,4,11,11,0,3.0,3.04,74,3,3,1,Không cảnh báo,Thấp,0,0
8067,1743,2,6,25,5,11,11,0,3.55,3.14,72,2,3,1,Không cảnh báo,Thấp,0,0
8068,1743,2,6,25,6,11,11,0,2.82,3.09,74,3,3,1,Không cảnh báo,Thấp,0,0
8069,1743,2,6,25,7,12,12,0,3.5,3.15,79,2,3,1,Không cảnh báo,Thấp,0,0
8070,1743,2,6,25,8,8,8,0,3.75,3.21,78,1,3,1,Không cảnh báo,Thấp,0,0
8071,1744,2,6,25,1,11,11,0,2.82,2.82,80,3,2,1,Không cảnh báo,Thấp,0,0
8072,1744,2,6,25,2,12,12,0,3.0,2.91,67,3,3,1,Không cảnh báo,Trung bình,0,0
8073,1744,2,6,25,3,11,11,0,2.45,2.76,80,4,2,1,Không cảnh báo,Thấp,0,0
8074,1744,2,6,25,4,11,11,0,2.18,2.62,75,4,3,1,Không cảnh báo,Thấp,0,0
8075,1744,2,6,25,5,11,11,0,2.91,2.68,68,3,3,1,Không cảnh báo,Trung bình,0,0
8076,1744,2,6,25,6,11,8,3,2.18,2.6,68,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
8077,1744,2,6,25,7,12,12,0,3.17,2.68,72,3,3,1,Không cảnh báo,Thấp,1,0
8078,1744,2,6,25,8,8,8,0,3.0,2.71,53,3,4,1,Không cảnh báo,Trung bình,0,0
8079,1745,2,6,25,1,11,11,0,2.55,2.55,65,3,3,1,Không cảnh báo,Trung bình,0,0
8080,1745,2,6,25,2,12,9,3,2.25,2.39,82,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
8081,1745,2,6,25,3,11,5,6,0.91,1.91,55,5,4,4,Cảnh báo nghiêm trọng,Cao,9,2
8082,1745,2,6,25,4,11,11,0,2.55,2.07,69,3,3,1,Không cảnh báo,Cao,9,0
8083,1745,2,6,25,5,11,8,3,2.18,2.09,71,4,3,2,Cảnh báo nhẹ,Cao,10,1
8084,1745,2,6,25,6,11,11,0,2.82,2.21,71,3,3,1,Không cảnh báo,Cao,7,0
8085,1745,2,6,25,7,12,10,2,2.5,2.25,67,3,3,1,Không cảnh báo,Cao,9,0
8086,1745,2,6,25,8,8,6,2,2.25,2.25,78,4,3,1,Không cảnh báo,Cao,11,0
8087,1746,2,6,25,1,11,11,0,2.82,2.82,74,3,3,1,Không cảnh báo,Thấp,0,0
8088,1746,2,6,25,2,12,12,0,2.75,2.78,69,3,3,1,Không cảnh báo,Trung bình,0,0
8089,1746,2,6,25,3,11,11,0,2.91,2.82,73,3,3,1,Không cảnh báo,Thấp,0,0
8090,1746,2,6,25,4,11,11,0,2.45,2.73,62,4,4,1,Không cảnh báo,Trung bình,0,0
8091,1746,2,6,25,5,11,9,2,2.18,2.62,64,4,4,1,Không cảnh báo,Trung bình,2,0
8092,1746,2,6,25,6,11,11,0,3.0,2.69,85,3,2,1,Không cảnh báo,Thấp,0,0
8093,1746,2,6,25,7,12,12,0,2.92,2.72,76,3,3,1,Không cảnh báo,Thấp,0,0
8094,1746,2,6,25,8,8,8,0,3.0,2.75,58,3,4,1,Không cảnh báo,Trung bình,0,0
8095,1747,2,6,25,1,11,11,0,3.0,3.0,81,3,2,1,Không cảnh báo,Thấp,0,0
8096,1747,2,6,25,2,12,12,0,2.75,2.87,84,3,2,1,Không cảnh báo,Thấp,0,0
8097,1747,2,6,25,3,11,11,0,3.0,2.91,73,3,3,1,Không cảnh báo,Thấp,0,0
8098,1747,2,6,25,4,11,11,0,2.18,2.73,68,4,3,1,Không cảnh báo,Trung bình,0,0
8099,1747,2,6,25,5,11,11,0,3.18,2.82,76,3,3,1,Không cảnh báo,Thấp,0,0
8100,1747,2,6,25,6,11,11,0,3.45,2.93,82,2,2,1,Không cảnh báo,Thấp,0,0
8101,1747,2,6,25,7,12,12,0,3.5,3.01,73,2,3,1,Không cảnh báo,Thấp,0,0
8102,1747,2,6,25,8,8,8,0,3.0,3.01,72,3,3,1,Không cảnh báo,Thấp,0,0
8103,1748,2,6,25,1,11,11,0,3.18,3.18,74,3,3,1,Không cảnh báo,Thấp,0,0
8104,1748,2,6,25,2,12,12,0,3.0,3.09,82,3,2,1,Không cảnh báo,Thấp,0,0
8105,1748,2,6,25,3,11,11,0,2.73,2.97,71,3,3,1,Không cảnh báo,Thấp,0,0
8106,1748,2,6,25,4,11,11,0,3.0,2.98,76,3,3,1,Không cảnh báo,Thấp,0,0
8107,1748,2,6,25,5,11,11,0,3.55,3.09,68,2,3,1,Không cảnh báo,Trung bình,0,0
8108,1748,2,6,25,6,11,11,0,3.0,3.07,75,3,3,1,Không cảnh báo,Thấp,0,0
8109,1748,2,6,25,7,12,12,0,3.0,3.06,64,3,4,1,Không cảnh báo,Trung bình,0,0
8110,1748,2,6,25,8,8,8,0,3.0,3.06,78,3,3,1,Không cảnh báo,Thấp,0,0
8111,1749,2,6,25,1,11,11,0,3.27,3.27,78,2,3,1,Không cảnh báo,Thấp,0,0
8112,1749,2,6,25,2,12,12,0,2.5,2.87,79,3,3,1,Không cảnh báo,Thấp,0,0
8113,1749,2,6,25,3,11,11,0,3.0,2.91,72,3,3,1,Không cảnh báo,Thấp,0,0
8114,1749,2,6,25,4,11,8,3,1.45,2.56,67,5,3,4,Cảnh báo nghiêm trọng,Trung bình,3,1
8115,1749,2,6,25,5,11,11,0,2.91,2.62,75,3,3,1,Không cảnh báo,Thấp,1,0
8116,1749,2,6,25,6,11,11,0,3.27,2.73,78,2,3,1,Không cảnh báo,Thấp,1,0
8117,1749,2,6,25,7,12,12,0,2.5,2.7,79,3,3,1,Không cảnh báo,Thấp,0,0
8118,1749,2,6,25,8,8,8,0,3.0,2.72,76,3,3,1,Không cảnh báo,Thấp,0,0
8119,1750,2,6,25,1,11,11,0,3.0,3.0,85,3,2,1,Không cảnh báo,Thấp,0,0
8120,1750,2,6,25,2,12,12,0,3.5,3.26,86,2,2,1,Không cảnh báo,Thấp,0,0
8121,1750,2,6,25,3,11,11,0,3.0,3.18,75,3,3,1,Không cảnh báo,Thấp,0,0
8122,1750,2,6,25,4,11,11,0,2.64,3.04,90,3,1,1,Không cảnh báo,Thấp,0,0
8123,1750,2,6,25,5,11,11,0,3.27,3.09,88,2,2,1,Không cảnh báo,Thấp,0,0
